expr	time	Date
dt[, weighted_ntile(x, w = wt, n = 10)]	50707400	2019-05-02
dt[, weighted_ntile(y, w = wt, n = 10)]	133176300	2019-05-02
dt[, weighted_ntile(x, w = wt, n = 10)]	32293300	2019-05-02
dt[, weighted_ntile(y, w = wt, n = 10)]	104061400	2019-05-02
dt[, weighted_ntile(x, w = wt, n = 10)]	29882200	2019-05-02
dt[, weighted_ntile(y, w = wt, n = 10)]	153915000	2019-05-02
dt[, weighted_ntile(x, w = wt, n = 10)]	31635100	2019-05-02
dt[, weighted_ntile(y, w = wt, n = 10)]	109676600	2019-05-02
dt[, weighted_ntile(x, w = wt, n = 10)]	23823700	2019-05-02
dt[, weighted_ntile(y, w = wt, n = 10)]	142496300	2019-05-02
dt[, weighted_ntile(x, w = wt, n = 10)]	28597700	2019-05-02
dt[, weighted_ntile(y, w = wt, n = 10)]	98733800	2019-05-16
dt[, weighted_ntile(x, w = wt, n = 10)]	21080400	2019-05-16
dt[, weighted_ntile(y, w = wt, n = 10)]	105903200	2019-05-16
dt[, weighted_ntile(x, w = wt, n = 10)]	35794600	2019-05-16
dt[, weighted_ntile(y, w = wt, n = 10)]	104485801	2019-05-20
dt[, weighted_ntile(x, w = wt, n = 10)]	25284401	2019-05-20
dt[, weighted_ntile(y, w = wt, n = 10)]	108220701	2019-05-20
dt[, weighted_ntile(x, w = wt, n = 10)]	30546801	2019-05-20
