expr	time	Date
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2277723951	2018-10-06
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	30189605	2018-10-06
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2296364953	2018-10-06
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	32081595	2018-10-07
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2318841134	2018-10-07
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	30341098	2018-10-07
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2211549507	2018-10-07
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	30167921	2018-10-07
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2189946436	2018-10-07
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	30101361	2018-10-07
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2255362217	2018-10-07
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	30493794	2018-10-07
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2232939948	2018-10-07
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	34813263	2018-10-07
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2407659213	2018-10-07
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	29848674	2018-10-08
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2186407013	2018-10-08
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	29800486	2018-10-08
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2190247311	2018-10-08
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	31106386	2018-10-08
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2229089107	2018-10-08
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	29577917	2018-10-09
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2206770743	2018-10-09
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	33599824	2018-10-09
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2265267603	2018-10-09
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	30565173	2018-10-09
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2234156097	2018-10-09
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	32311091	2018-10-09
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2283269810	2018-10-09
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	30756118	2018-10-09
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2199346447	2018-10-09
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	30135394	2018-10-09
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2210711935	2018-10-09
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	30743770	2018-10-09
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2198579352	2018-10-09
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	30543186	2018-10-09
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2201213138	2018-10-09
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	30062208	2018-10-09
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2192305851	2018-10-09
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	29991431	2018-10-09
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2185369159	2018-10-09
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	30078472	2018-10-09
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2207091496	2018-10-09
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	30418207	2018-10-16
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2190116055	2018-10-16
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	38045799	2018-10-16
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2428920879	2018-10-16
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	30352852	2018-10-16
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2186569102	2018-10-16
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	30802508	2018-10-16
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2212212760	2018-10-16
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	32979994	2018-11-07
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2631417311	2018-11-07
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	34079649	2018-11-12
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2780822876	2018-11-12
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	32912589	2018-11-12
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2596130783	2018-11-12
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	33793231	2018-11-12
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2591171909	2018-11-12
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	33409230	2018-11-12
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2617843214	2018-11-12
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	33015894	2018-11-12
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2667578027	2018-11-12
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	33194481	2018-12-07
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2686297459	2018-12-07
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	33542039	2018-12-07
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2605147832	2018-12-07
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	32405671	2018-12-08
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2961780121	2018-12-08
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	37742271	2019-01-05
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	2999619313	2019-01-05
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	33290576	2019-01-05
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1941713256	2019-01-05
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	33232449	2019-01-05
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1935698454	2019-01-05
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	32780393	2019-01-09
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1887654699	2019-01-09
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	36353790	2019-02-08
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1543617863	2019-02-08
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	36689603	2019-02-09
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1747560924	2019-02-09
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	31447723	2019-02-09
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1694398164	2019-02-09
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	32828621	2019-02-12
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1589978509	2019-02-12
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	31756129	2019-02-13
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1549928561	2019-02-13
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	31159102	2019-02-14
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1689292640	2019-02-14
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	31610565	2019-02-17
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1543213985	2019-02-17
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	32189736	2019-02-19
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1717329962	2019-02-19
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	31408485	2019-02-21
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1723159233	2019-02-21
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	31952410	2019-02-21
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1674415033	2019-02-21
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	38456616	2019-02-21
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1770280091	2019-02-21
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	31141600	2019-02-21
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1469536500	2019-02-21
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	30217400	2019-02-22
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1381816800	2019-02-22
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	26866201	2019-02-22
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1337521401	2019-02-22
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	27982601	2019-02-23
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1483164602	2019-02-23
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	27612900	2019-02-25
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1395253900	2019-02-25
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	27407300	2019-02-26
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1398812500	2019-02-26
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	27418100	2019-02-26
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1402536200	2019-02-26
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	27653300	2019-02-26
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1415240700	2019-02-26
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	27527300	2019-02-27
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1395394500	2019-02-27
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	27567700	2019-03-01
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1396666700	2019-03-01
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	27577900	2019-03-07
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1360033902	2019-03-07
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	27485800	2019-03-07
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1341147600	2019-03-07
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	27813800	2019-03-08
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1350612100	2019-03-08
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	27631400	2019-03-08
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1372180600	2019-03-08
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	28238800	2019-03-20
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1358335200	2019-03-20
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	28603700	2019-03-20
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1345550300	2019-03-20
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	28359400	2019-03-21
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1342624200	2019-03-21
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	33737300	2019-03-21
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1355549500	2019-03-21
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	32211800	2019-03-21
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1357952300	2019-03-21
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	27568500	2019-03-21
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1340294900	2019-03-21
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	28148800	2019-03-22
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1355231000	2019-03-22
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	27768400	2019-03-22
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1401093300	2019-03-22
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	32257200	2019-03-23
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1339671100	2019-03-23
"s1314[, income_tax(Taxable_Income, ""2013-14"", .dots.ATO = .SD)]"	27054900	2019-04-28
sfall[, income_tax(Taxable_Income, fy.year, .dots.ATO = .SD)]	1424562800	2019-04-28
