variable	inflator	h	fy_year
Tot_CY_CG_amt	1.3	3	2016-17
Net_PT_PP_dsn	1.77	3	2016-17
Net_PT_NPP_dsn	0.98	3	2016-17
Taxed_othr_pnsn_amt	0.96	3	2016-17
Untaxed_othr_pnsn_amt	1.21	3	2016-17
Other_foreign_inc_amt	1.72	3	2016-17
Other_inc_amt	1.02	3	2016-17
Div_Ded_amt	0.48	3	2016-17
Intrst_Ded_amt	0.84	3	2016-17
Gift_amt	0.84	3	2016-17
PP_loss_claimed	1.22	3	2016-17
NPP_loss_claimed	0.85	3	2016-17
Rep_frng_ben_amt	1.2	3	2016-17
Med_Exp_TO_amt	0.59	3	2016-17
Asbl_forgn_source_incm_amt	1.2	3	2016-17
Spouse_adjusted_taxable_inc	0.9	3	2016-17
Net_fincl_invstmt_lss_amt	0.58	3	2016-17
Cr_PAYG_ITI_amt	0.96	3	2016-17
TFN_amts_wheld_gr_intst_amt	1.05	3	2016-17
TFN_amts_wheld_divs_amt	1.23	3	2016-17
Hrs_to_prepare_BPI_cnt	0.33	3	2016-17
Help_debt	1.98	3	2016-17
Grs_int_amt	0.67	4	2017-18
Aust_govt_pnsn_allw_amt	1.07	4	2017-18
Unfranked_Div_amt	0.96	4	2017-18
Frk_Div_amt	0.79	4	2017-18
Dividends_franking_cr_amt	0.81	4	2017-18
Gross_rent_amt	1.25	4	2017-18
Other_rent_ded_amt	1.32	4	2017-18
Rent_int_ded_amt	0.98	4	2017-18
Rent_cap_wks_amt	1.47	4	2017-18
Net_farm_management_amt	2.46	4	2017-18
Total_PP_BI_amt	1.4	4	2017-18
Total_NPP_BI_amt	1.05	4	2017-18
Total_PP_BE_amt	1.2	4	2017-18
Total_NPP_BE_amt	1.15	4	2017-18
Net_CG_amt	1.37	4	2017-18
Tot_CY_CG_amt	1.3	4	2017-18
Net_PT_PP_dsn	1.77	4	2017-18
Net_PT_NPP_dsn	0.97	4	2017-18
Taxed_othr_pnsn_amt	0.96	4	2017-18
Untaxed_othr_pnsn_amt	1.23	4	2017-18
Other_foreign_inc_amt	1.72	4	2017-18
Other_inc_amt	1.02	4	2017-18
Div_Ded_amt	0.41	4	2017-18
Intrst_Ded_amt	0.84	4	2017-18
Gift_amt	0.84	4	2017-18
PP_loss_claimed	1.22	4	2017-18
NPP_loss_claimed	0.85	4	2017-18
Rep_frng_ben_amt	1.23	4	2017-18
Med_Exp_TO_amt	0.57	4	2017-18
Asbl_forgn_source_incm_amt	1.2	4	2017-18
Spouse_adjusted_taxable_inc	0.9	4	2017-18
Net_fincl_invstmt_lss_amt	0.58	4	2017-18
Cr_PAYG_ITI_amt	0.96	4	2017-18
TFN_amts_wheld_gr_intst_amt	1.05	4	2017-18
TFN_amts_wheld_divs_amt	1.23	4	2017-18
Hrs_to_prepare_BPI_cnt	0.33	4	2017-18
Help_debt	2.13	4	2017-18
Grs_int_amt	0.67	5	2018-19
Aust_govt_pnsn_allw_amt	1.07	5	2018-19
Unfranked_Div_amt	0.96	5	2018-19
Frk_Div_amt	0.79	5	2018-19
Dividends_franking_cr_amt	0.81	5	2018-19
Gross_rent_amt	1.29	5	2018-19
Other_rent_ded_amt	1.37	5	2018-19
Rent_int_ded_amt	0.98	5	2018-19
Rent_cap_wks_amt	1.53	5	2018-19
Net_farm_management_amt	2.46	5	2018-19
Total_PP_BI_amt	1.4	5	2018-19
Total_NPP_BI_amt	1.05	5	2018-19
Total_PP_BE_amt	1.2	5	2018-19
Total_NPP_BE_amt	1.15	5	2018-19
Net_CG_amt	1.37	5	2018-19
Tot_CY_CG_amt	1.3	5	2018-19
Net_PT_PP_dsn	1.77	5	2018-19
Net_PT_NPP_dsn	0.96	5	2018-19
Taxed_othr_pnsn_amt	0.96	5	2018-19
Untaxed_othr_pnsn_amt	1.27	5	2018-19
Other_foreign_inc_amt	1.72	5	2018-19
Other_inc_amt	1.02	5	2018-19
Div_Ded_amt	0.33	5	2018-19
Intrst_Ded_amt	0.84	5	2018-19
Gift_amt	0.84	5	2018-19
PP_loss_claimed	1.22	5	2018-19
NPP_loss_claimed	0.85	5	2018-19
Rep_frng_ben_amt	1.27	5	2018-19
Med_Exp_TO_amt	0.54	5	2018-19
Asbl_forgn_source_incm_amt	1.2	5	2018-19
Spouse_adjusted_taxable_inc	0.9	5	2018-19
Net_fincl_invstmt_lss_amt	0.58	5	2018-19
Cr_PAYG_ITI_amt	0.96	5	2018-19
TFN_amts_wheld_gr_intst_amt	1.05	5	2018-19
TFN_amts_wheld_divs_amt	1.23	5	2018-19
Hrs_to_prepare_BPI_cnt	0.33	5	2018-19
Help_debt	2.28	5	2018-19
Grs_int_amt	0.67	6	2019-20
Aust_govt_pnsn_allw_amt	1.07	6	2019-20
Unfranked_Div_amt	0.96	6	2019-20
Frk_Div_amt	0.79	6	2019-20
Dividends_franking_cr_amt	0.81	6	2019-20
Gross_rent_amt	1.33	6	2019-20
Other_rent_ded_amt	1.41	6	2019-20
Rent_int_ded_amt	0.98	6	2019-20
Rent_cap_wks_amt	1.59	6	2019-20
Net_farm_management_amt	2.46	6	2019-20
Total_PP_BI_amt	1.4	6	2019-20
Total_NPP_BI_amt	1.05	6	2019-20
Total_PP_BE_amt	1.2	6	2019-20
Total_NPP_BE_amt	1.15	6	2019-20
Net_CG_amt	1.37	6	2019-20
Tot_CY_CG_amt	1.3	6	2019-20
Net_PT_PP_dsn	1.77	6	2019-20
Net_PT_NPP_dsn	0.95	6	2019-20
Taxed_othr_pnsn_amt	0.96	6	2019-20
Untaxed_othr_pnsn_amt	1.3	6	2019-20
Other_foreign_inc_amt	1.72	6	2019-20
Other_inc_amt	1.02	6	2019-20
Div_Ded_amt	0.25	6	2019-20
Intrst_Ded_amt	0.84	6	2019-20
Gift_amt	0.84	6	2019-20
PP_loss_claimed	1.22	6	2019-20
NPP_loss_claimed	0.85	6	2019-20
Rep_frng_ben_amt	1.31	6	2019-20
Med_Exp_TO_amt	0.52	6	2019-20
Asbl_forgn_source_incm_amt	1.2	6	2019-20
Spouse_adjusted_taxable_inc	0.9	6	2019-20
Net_fincl_invstmt_lss_amt	0.58	6	2019-20
Cr_PAYG_ITI_amt	0.96	6	2019-20
TFN_amts_wheld_gr_intst_amt	1.05	6	2019-20
TFN_amts_wheld_divs_amt	1.23	6	2019-20
Hrs_to_prepare_BPI_cnt	0.33	6	2019-20
Help_debt	2.43	6	2019-20
Grs_int_amt	0.67	7	2020-21
Aust_govt_pnsn_allw_amt	1.07	7	2020-21
Unfranked_Div_amt	0.96	7	2020-21
Frk_Div_amt	0.79	7	2020-21
Dividends_franking_cr_amt	0.81	7	2020-21
Gross_rent_amt	1.37	7	2020-21
Other_rent_ded_amt	1.46	7	2020-21
Rent_int_ded_amt	0.98	7	2020-21
Rent_cap_wks_amt	1.65	7	2020-21
Net_farm_management_amt	2.46	7	2020-21
Total_PP_BI_amt	1.4	7	2020-21
Total_NPP_BI_amt	1.05	7	2020-21
Total_PP_BE_amt	1.2	7	2020-21
Total_NPP_BE_amt	1.15	7	2020-21
Net_CG_amt	1.37	7	2020-21
Tot_CY_CG_amt	1.3	7	2020-21
Net_PT_PP_dsn	1.77	7	2020-21
Net_PT_NPP_dsn	0.94	7	2020-21
Taxed_othr_pnsn_amt	0.96	7	2020-21
Untaxed_othr_pnsn_amt	1.33	7	2020-21
Other_foreign_inc_amt	1.72	7	2020-21
Other_inc_amt	1.02	7	2020-21
Div_Ded_amt	0.17	7	2020-21
Intrst_Ded_amt	0.84	7	2020-21
Gift_amt	0.84	7	2020-21
PP_loss_claimed	1.22	7	2020-21
NPP_loss_claimed	0.85	7	2020-21
Rep_frng_ben_amt	1.35	7	2020-21
Med_Exp_TO_amt	0.5	7	2020-21
Asbl_forgn_source_incm_amt	1.2	7	2020-21
Spouse_adjusted_taxable_inc	0.9	7	2020-21
Net_fincl_invstmt_lss_amt	0.58	7	2020-21
Cr_PAYG_ITI_amt	0.96	7	2020-21
TFN_amts_wheld_gr_intst_amt	1.05	7	2020-21
TFN_amts_wheld_divs_amt	1.23	7	2020-21
Hrs_to_prepare_BPI_cnt	0.33	7	2020-21
Help_debt	2.57	7	2020-21
Grs_int_amt	0.67	8	2021-22
Aust_govt_pnsn_allw_amt	1.07	8	2021-22
Unfranked_Div_amt	0.96	8	2021-22
Frk_Div_amt	0.79	8	2021-22
Dividends_franking_cr_amt	0.81	8	2021-22
Gross_rent_amt	1.41	8	2021-22
Other_rent_ded_amt	1.51	8	2021-22
Rent_int_ded_amt	0.98	8	2021-22
Rent_cap_wks_amt	1.71	8	2021-22
Net_farm_management_amt	2.46	8	2021-22
Total_PP_BI_amt	1.4	8	2021-22
Total_NPP_BI_amt	1.05	8	2021-22
Total_PP_BE_amt	1.2	8	2021-22
Total_NPP_BE_amt	1.15	8	2021-22
Net_CG_amt	1.37	8	2021-22
Tot_CY_CG_amt	1.3	8	2021-22
Net_PT_PP_dsn	1.77	8	2021-22
Net_PT_NPP_dsn	0.93	8	2021-22
Taxed_othr_pnsn_amt	0.96	8	2021-22
Untaxed_othr_pnsn_amt	1.37	8	2021-22
Other_foreign_inc_amt	1.72	8	2021-22
Other_inc_amt	1.02	8	2021-22
Div_Ded_amt	0.09	8	2021-22
Intrst_Ded_amt	0.84	8	2021-22
Gift_amt	0.84	8	2021-22
PP_loss_claimed	1.22	8	2021-22
NPP_loss_claimed	0.85	8	2021-22
Rep_frng_ben_amt	1.39	8	2021-22
Med_Exp_TO_amt	0.48	8	2021-22
Asbl_forgn_source_incm_amt	1.2	8	2021-22
Spouse_adjusted_taxable_inc	0.9	8	2021-22
Net_fincl_invstmt_lss_amt	0.58	8	2021-22
Cr_PAYG_ITI_amt	0.96	8	2021-22
TFN_amts_wheld_gr_intst_amt	1.05	8	2021-22
TFN_amts_wheld_divs_amt	1.23	8	2021-22
Hrs_to_prepare_BPI_cnt	0.33	8	2021-22
Help_debt	2.72	8	2021-22
Grs_int_amt	0.67	9	2022-23
Aust_govt_pnsn_allw_amt	1.07	9	2022-23
Unfranked_Div_amt	0.96	9	2022-23
Frk_Div_amt	0.79	9	2022-23
Dividends_franking_cr_amt	0.81	9	2022-23
Gross_rent_amt	1.45	9	2022-23
Other_rent_ded_amt	1.55	9	2022-23
Rent_int_ded_amt	0.98	9	2022-23
Rent_cap_wks_amt	1.78	9	2022-23
Net_farm_management_amt	2.46	9	2022-23
Total_PP_BI_amt	1.4	9	2022-23
Total_NPP_BI_amt	1.05	9	2022-23
Total_PP_BE_amt	1.2	9	2022-23
Total_NPP_BE_amt	1.15	9	2022-23
Net_CG_amt	1.37	9	2022-23
Tot_CY_CG_amt	1.3	9	2022-23
Net_PT_PP_dsn	1.77	9	2022-23
Net_PT_NPP_dsn	0.92	9	2022-23
Taxed_othr_pnsn_amt	0.96	9	2022-23
Untaxed_othr_pnsn_amt	1.4	9	2022-23
Other_foreign_inc_amt	1.72	9	2022-23
Other_inc_amt	1.02	9	2022-23
Div_Ded_amt	0.02	9	2022-23
Intrst_Ded_amt	0.84	9	2022-23
Gift_amt	0.84	9	2022-23
PP_loss_claimed	1.22	9	2022-23
NPP_loss_claimed	0.85	9	2022-23
Rep_frng_ben_amt	1.43	9	2022-23
Med_Exp_TO_amt	0.46	9	2022-23
Asbl_forgn_source_incm_amt	1.2	9	2022-23
Spouse_adjusted_taxable_inc	0.9	9	2022-23
Net_fincl_invstmt_lss_amt	0.58	9	2022-23
Cr_PAYG_ITI_amt	0.96	9	2022-23
TFN_amts_wheld_gr_intst_amt	1.05	9	2022-23
TFN_amts_wheld_divs_amt	1.23	9	2022-23
Hrs_to_prepare_BPI_cnt	0.33	9	2022-23
Help_debt	2.87	9	2022-23
Grs_int_amt	0.67	10	2023-24
Aust_govt_pnsn_allw_amt	1.07	10	2023-24
Unfranked_Div_amt	0.96	10	2023-24
Frk_Div_amt	0.79	10	2023-24
Dividends_franking_cr_amt	0.81	10	2023-24
Gross_rent_amt	1.49	10	2023-24
Other_rent_ded_amt	1.6	10	2023-24
Rent_int_ded_amt	0.98	10	2023-24
Rent_cap_wks_amt	1.84	10	2023-24
Net_farm_management_amt	2.46	10	2023-24
Total_PP_BI_amt	1.4	10	2023-24
Total_NPP_BI_amt	1.05	10	2023-24
Total_PP_BE_amt	1.2	10	2023-24
Total_NPP_BE_amt	1.15	10	2023-24
Net_CG_amt	1.37	10	2023-24
Tot_CY_CG_amt	1.3	10	2023-24
Net_PT_PP_dsn	1.77	10	2023-24
Net_PT_NPP_dsn	0.91	10	2023-24
Taxed_othr_pnsn_amt	0.96	10	2023-24
Untaxed_othr_pnsn_amt	1.43	10	2023-24
Other_foreign_inc_amt	1.72	10	2023-24
Other_inc_amt	1.02	10	2023-24
Div_Ded_amt	-0.06	10	2023-24
Intrst_Ded_amt	0.84	10	2023-24
Gift_amt	0.84	10	2023-24
PP_loss_claimed	1.22	10	2023-24
NPP_loss_claimed	0.85	10	2023-24
Rep_frng_ben_amt	1.46	10	2023-24
Med_Exp_TO_amt	0.44	10	2023-24
Asbl_forgn_source_incm_amt	1.2	10	2023-24
Spouse_adjusted_taxable_inc	0.9	10	2023-24
Net_fincl_invstmt_lss_amt	0.58	10	2023-24
Cr_PAYG_ITI_amt	0.96	10	2023-24
TFN_amts_wheld_gr_intst_amt	1.05	10	2023-24
TFN_amts_wheld_divs_amt	1.23	10	2023-24
Hrs_to_prepare_BPI_cnt	0.33	10	2023-24
Help_debt	3.02	10	2023-24
