fy_year,Taxable income percentile,avg_tax_rate,id,z,avg_tax_rate_rel,colour,alpha,size,label,group,text
2018-19,11,0,Budget2018,FALSE,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 11
Avg. tax rate (03-04 = 0): 0"
2027-28,11,0,Baseline,FALSE,0,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 11
Avg. tax rate (03-04 = 0): 0"
2027-28,11,0,Budget2018,FALSE,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 11
Avg. tax rate (03-04 = 0): 0"
2003-04,12,0.0271911548289986,,FALSE,0.0271911548289986,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 12
Avg. tax rate (03-04 = 0): 2.72"
2004-05,12,0.0273757709680133,,FALSE,0.0273757709680133,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 12
Avg. tax rate (03-04 = 0): 2.74"
2005-06,12,0.0215258723798246,,FALSE,0.0215258723798246,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 12
Avg. tax rate (03-04 = 0): 2.15"
2006-07,12,0,,FALSE,0,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 12
Avg. tax rate (03-04 = 0): 0"
2007-08,12,0,,FALSE,0,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 12
Avg. tax rate (03-04 = 0): 0"
2008-09,12,0,,FALSE,0,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 12
Avg. tax rate (03-04 = 0): 0"
2009-10,12,0,,FALSE,0,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 12
Avg. tax rate (03-04 = 0): 0"
2010-11,12,0,,FALSE,0,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 12
Avg. tax rate (03-04 = 0): 0"
2011-12,12,0,,FALSE,0,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 12
Avg. tax rate (03-04 = 0): 0"
2012-13,12,0,,FALSE,0,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 12
Avg. tax rate (03-04 = 0): 0"
2013-14,12,0,,FALSE,0,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 12
Avg. tax rate (03-04 = 0): 0"
2014-15,12,0,,FALSE,0,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 12
Avg. tax rate (03-04 = 0): 0"
2015-16,12,0,,FALSE,0,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 12
Avg. tax rate (03-04 = 0): 0"
2018-19,12,0,Baseline,FALSE,0,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 12
Avg. tax rate (03-04 = 0): 0"
2018-19,12,0,Budget2018,FALSE,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 12
Avg. tax rate (03-04 = 0): 0"
2027-28,12,0,Baseline,FALSE,0,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 12
Avg. tax rate (03-04 = 0): 0"
2027-28,12,0,Budget2018,FALSE,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 12
Avg. tax rate (03-04 = 0): 0"
2003-04,13,0.0388731510454526,,FALSE,0.0388731510454526,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 13
Avg. tax rate (03-04 = 0): 3.89"
2004-05,13,0.0392586304481746,,FALSE,0.0392586304481746,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 13
Avg. tax rate (03-04 = 0): 3.93"
2005-06,13,0.0325590949355279,,FALSE,0.0325590949355279,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 13
Avg. tax rate (03-04 = 0): 3.26"
2006-07,13,0.000544621717268278,,FALSE,0.000544621717268278,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 13
Avg. tax rate (03-04 = 0): 0.05"
2007-08,13,0,,FALSE,0,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 13
Avg. tax rate (03-04 = 0): 0"
2008-09,13,0,,FALSE,0,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 13
Avg. tax rate (03-04 = 0): 0"
2009-10,13,0,,FALSE,0,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 13
Avg. tax rate (03-04 = 0): 0"
2010-11,13,0,,FALSE,0,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 13
Avg. tax rate (03-04 = 0): 0"
2011-12,13,0,,FALSE,0,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 13
Avg. tax rate (03-04 = 0): 0"
2012-13,13,0,,FALSE,0,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 13
Avg. tax rate (03-04 = 0): 0"
2013-14,13,0,,FALSE,0,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 13
Avg. tax rate (03-04 = 0): 0"
2014-15,13,0,,FALSE,0,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 13
Avg. tax rate (03-04 = 0): 0"
2015-16,13,0,,FALSE,0,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 13
Avg. tax rate (03-04 = 0): 0"
2018-19,13,0,Baseline,FALSE,0,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 13
Avg. tax rate (03-04 = 0): 0"
2018-19,13,0,Budget2018,FALSE,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 13
Avg. tax rate (03-04 = 0): 0"
2027-28,13,0,Baseline,FALSE,0,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 13
Avg. tax rate (03-04 = 0): 0"
2027-28,13,0,Budget2018,FALSE,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 13
Avg. tax rate (03-04 = 0): 0"
2003-04,14,0.0475328996486062,,FALSE,0.0475328996486062,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 14
Avg. tax rate (03-04 = 0): 4.75"
2004-05,14,0.0486962794537291,,FALSE,0.0486962794537291,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 14
Avg. tax rate (03-04 = 0): 4.87"
2005-06,14,0.0402954773075331,,FALSE,0.0402954773075331,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 14
Avg. tax rate (03-04 = 0): 4.03"
2006-07,14,0.00889577292955144,,FALSE,0.00889577292955144,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 14
Avg. tax rate (03-04 = 0): 0.89"
2007-08,14,8.29739196238645e-05,,FALSE,8.29739196238645e-05,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 14
Avg. tax rate (03-04 = 0): 0.01"
2008-09,14,0,,FALSE,0,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 14
Avg. tax rate (03-04 = 0): 0"
2009-10,14,0,,FALSE,0,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 14
Avg. tax rate (03-04 = 0): 0"
2010-11,14,0,,FALSE,0,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 14
Avg. tax rate (03-04 = 0): 0"
2011-12,14,0,,FALSE,0,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 14
Avg. tax rate (03-04 = 0): 0"
2012-13,14,0,,FALSE,0,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 14
Avg. tax rate (03-04 = 0): 0"
2013-14,14,0,,FALSE,0,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 14
Avg. tax rate (03-04 = 0): 0"
2014-15,14,0,,FALSE,0,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 14
Avg. tax rate (03-04 = 0): 0"
2015-16,14,0,,FALSE,0,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 14
Avg. tax rate (03-04 = 0): 0"
2018-19,14,0,Baseline,FALSE,0,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 14
Avg. tax rate (03-04 = 0): 0"
2018-19,14,0,Budget2018,FALSE,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 14
Avg. tax rate (03-04 = 0): 0"
2027-28,14,0,Baseline,FALSE,0,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 14
Avg. tax rate (03-04 = 0): 0"
2027-28,14,0,Budget2018,FALSE,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 14
Avg. tax rate (03-04 = 0): 0"
2003-04,15,0.0550334364187983,,FALSE,0.0550334364187983,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 15
Avg. tax rate (03-04 = 0): 5.5"
2004-05,15,0.0557065555917493,,FALSE,0.0557065555917493,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 15
Avg. tax rate (03-04 = 0): 5.57"
2005-06,15,0.0465894995380348,,FALSE,0.0465894995380348,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 15
Avg. tax rate (03-04 = 0): 4.66"
2006-07,15,0.0185186510272195,,FALSE,0.0185186510272195,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 15
Avg. tax rate (03-04 = 0): 1.85"
2007-08,15,0.0062459009047024,,FALSE,0.0062459009047024,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 15
Avg. tax rate (03-04 = 0): 0.62"
2008-09,15,0,,FALSE,0,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 15
Avg. tax rate (03-04 = 0): 0"
2009-10,15,0,,FALSE,0,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 15
Avg. tax rate (03-04 = 0): 0"
2010-11,15,0,,FALSE,0,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 15
Avg. tax rate (03-04 = 0): 0"
2011-12,15,0,,FALSE,0,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 15
Avg. tax rate (03-04 = 0): 0"
2012-13,15,0,,FALSE,0,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 15
Avg. tax rate (03-04 = 0): 0"
2013-14,15,0,,FALSE,0,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 15
Avg. tax rate (03-04 = 0): 0"
2014-15,15,0,,FALSE,0,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 15
Avg. tax rate (03-04 = 0): 0"
2015-16,15,0,,FALSE,0,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 15
Avg. tax rate (03-04 = 0): 0"
2018-19,15,0,Baseline,FALSE,0,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 15
Avg. tax rate (03-04 = 0): 0"
2018-19,15,0,Budget2018,FALSE,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 15
Avg. tax rate (03-04 = 0): 0"
2027-28,15,0,Baseline,FALSE,0,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 15
Avg. tax rate (03-04 = 0): 0"
2027-28,15,0,Budget2018,FALSE,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 15
Avg. tax rate (03-04 = 0): 0"
2003-04,16,0.0614445901222079,,FALSE,0.0614445901222079,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 16
Avg. tax rate (03-04 = 0): 6.14"
2004-05,16,0.0607790440178678,,FALSE,0.0607790440178678,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 16
Avg. tax rate (03-04 = 0): 6.08"
2005-06,16,0.0526465096637111,,FALSE,0.0526465096637111,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 16
Avg. tax rate (03-04 = 0): 5.26"
2006-07,16,0.0255541942107669,,FALSE,0.0255541942107669,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 16
Avg. tax rate (03-04 = 0): 2.56"
2007-08,16,0.0142581790714473,,FALSE,0.0142581790714473,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 16
Avg. tax rate (03-04 = 0): 1.43"
2008-09,16,0,,FALSE,0,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 16
Avg. tax rate (03-04 = 0): 0"
2009-10,16,0,,FALSE,0,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 16
Avg. tax rate (03-04 = 0): 0"
2010-11,16,0,,FALSE,0,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 16
Avg. tax rate (03-04 = 0): 0"
2011-12,16,0,,FALSE,0,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 16
Avg. tax rate (03-04 = 0): 0"
2012-13,16,0,,FALSE,0,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 16
Avg. tax rate (03-04 = 0): 0"
2013-14,16,0,,FALSE,0,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 16
Avg. tax rate (03-04 = 0): 0"
2014-15,16,0,,FALSE,0,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 16
Avg. tax rate (03-04 = 0): 0"
2015-16,16,0,,FALSE,0,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 16
Avg. tax rate (03-04 = 0): 0"
2018-19,16,0,Baseline,FALSE,0,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 16
Avg. tax rate (03-04 = 0): 0"
2018-19,16,0,Budget2018,FALSE,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 16
Avg. tax rate (03-04 = 0): 0"
2027-28,16,0,Baseline,FALSE,0,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 16
Avg. tax rate (03-04 = 0): 0"
2027-28,16,0,Budget2018,FALSE,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 16
Avg. tax rate (03-04 = 0): 0"
2003-04,17,0.0652128283163151,,FALSE,0.0652128283163151,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 17
Avg. tax rate (03-04 = 0): 6.52"
2004-05,17,0.0666690569565675,,FALSE,0.0666690569565675,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 17
Avg. tax rate (03-04 = 0): 6.67"
2005-06,17,0.0554849616530135,,FALSE,0.0554849616530135,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 17
Avg. tax rate (03-04 = 0): 5.55"
2006-07,17,0.0320141213145874,,FALSE,0.0320141213145874,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 17
Avg. tax rate (03-04 = 0): 3.2"
2007-08,17,0.0208923296240417,,FALSE,0.0208923296240417,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 17
Avg. tax rate (03-04 = 0): 2.09"
2008-09,17,0,,FALSE,0,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 17
Avg. tax rate (03-04 = 0): 0"
2009-10,17,0,,FALSE,0,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 17
Avg. tax rate (03-04 = 0): 0"
2010-11,17,0,,FALSE,0,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 17
Avg. tax rate (03-04 = 0): 0"
2011-12,17,0,,FALSE,0,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 17
Avg. tax rate (03-04 = 0): 0"
2012-13,17,0,,FALSE,0,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 17
Avg. tax rate (03-04 = 0): 0"
2013-14,17,0,,FALSE,0,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 17
Avg. tax rate (03-04 = 0): 0"
2014-15,17,0,,FALSE,0,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 17
Avg. tax rate (03-04 = 0): 0"
2015-16,17,0,,FALSE,0,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 17
Avg. tax rate (03-04 = 0): 0"
2018-19,17,0,Baseline,FALSE,0,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 17
Avg. tax rate (03-04 = 0): 0"
2018-19,17,0,Budget2018,FALSE,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 17
Avg. tax rate (03-04 = 0): 0"
2027-28,17,0,Baseline,FALSE,0,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 17
Avg. tax rate (03-04 = 0): 0"
2027-28,17,0,Budget2018,FALSE,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 17
Avg. tax rate (03-04 = 0): 0"
2003-04,18,0.0697863499934073,,FALSE,0.0697863499934073,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 18
Avg. tax rate (03-04 = 0): 6.98"
2004-05,18,0.0682008145206033,,FALSE,0.0682008145206033,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 18
Avg. tax rate (03-04 = 0): 6.82"
2005-06,18,0.060575541030799,,FALSE,0.060575541030799,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 18
Avg. tax rate (03-04 = 0): 6.06"
2006-07,18,0.0378883574311543,,FALSE,0.0378883574311543,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 18
Avg. tax rate (03-04 = 0): 3.79"
2007-08,18,0.0269410561477071,,FALSE,0.0269410561477071,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 18
Avg. tax rate (03-04 = 0): 2.69"
2008-09,18,0.000394288312579373,,FALSE,0.000394288312579373,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 18
Avg. tax rate (03-04 = 0): 0.04"
2009-10,18,0,,FALSE,0,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 18
Avg. tax rate (03-04 = 0): 0"
2010-11,18,0,,FALSE,0,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 18
Avg. tax rate (03-04 = 0): 0"
2011-12,18,0,,FALSE,0,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 18
Avg. tax rate (03-04 = 0): 0"
2012-13,18,0,,FALSE,0,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 18
Avg. tax rate (03-04 = 0): 0"
2013-14,18,0,,FALSE,0,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 18
Avg. tax rate (03-04 = 0): 0"
2014-15,18,0,,FALSE,0,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 18
Avg. tax rate (03-04 = 0): 0"
2015-16,18,0,,FALSE,0,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 18
Avg. tax rate (03-04 = 0): 0"
2018-19,18,0,Baseline,FALSE,0,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 18
Avg. tax rate (03-04 = 0): 0"
2018-19,18,0,Budget2018,FALSE,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 18
Avg. tax rate (03-04 = 0): 0"
2027-28,18,0.006,Baseline,FALSE,0.006,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 18
Avg. tax rate (03-04 = 0): 0.6"
2027-28,18,0,Budget2018,FALSE,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 18
Avg. tax rate (03-04 = 0): 0"
2003-04,19,0.0739588669074145,,FALSE,0.0739588669074145,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 19
Avg. tax rate (03-04 = 0): 7.4"
2004-05,19,0.0732074486383901,,FALSE,0.0732074486383901,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 19
Avg. tax rate (03-04 = 0): 7.32"
2005-06,19,0.0622765080357068,,FALSE,0.0622765080357068,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 19
Avg. tax rate (03-04 = 0): 6.23"
2006-07,19,0.0420601359430087,,FALSE,0.0420601359430087,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 19
Avg. tax rate (03-04 = 0): 4.21"
2007-08,19,0.0329597728526982,,FALSE,0.0329597728526982,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 19
Avg. tax rate (03-04 = 0): 3.3"
2008-09,19,0.00566607558150644,,FALSE,0.00566607558150644,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 19
Avg. tax rate (03-04 = 0): 0.57"
2009-10,19,0,,FALSE,0,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 19
Avg. tax rate (03-04 = 0): 0"
2010-11,19,0,,FALSE,0,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 19
Avg. tax rate (03-04 = 0): 0"
2011-12,19,0,,FALSE,0,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 19
Avg. tax rate (03-04 = 0): 0"
2012-13,19,0,,FALSE,0,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 19
Avg. tax rate (03-04 = 0): 0"
2013-14,19,0,,FALSE,0,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 19
Avg. tax rate (03-04 = 0): 0"
2014-15,19,0,,FALSE,0,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 19
Avg. tax rate (03-04 = 0): 0"
2015-16,19,0,,FALSE,0,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 19
Avg. tax rate (03-04 = 0): 0"
2018-19,19,0,Baseline,FALSE,0,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 19
Avg. tax rate (03-04 = 0): 0"
2018-19,19,0,Budget2018,FALSE,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 19
Avg. tax rate (03-04 = 0): 0"
2027-28,19,0.014,Baseline,FALSE,0.014,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 19
Avg. tax rate (03-04 = 0): 1.4"
2027-28,19,0.001,Budget2018,FALSE,0.001,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 19
Avg. tax rate (03-04 = 0): 0.1"
2003-04,20,0.0773127815817414,,FALSE,0.0773127815817414,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 20
Avg. tax rate (03-04 = 0): 7.73"
2004-05,20,0.0762668877007701,,FALSE,0.0762668877007701,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 20
Avg. tax rate (03-04 = 0): 7.63"
2005-06,20,0.0654642830337592,,FALSE,0.0654642830337592,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 20
Avg. tax rate (03-04 = 0): 6.55"
2006-07,20,0.0456890604644903,,FALSE,0.0456890604644903,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 20
Avg. tax rate (03-04 = 0): 4.57"
2007-08,20,0.0375523833488256,,FALSE,0.0375523833488256,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 20
Avg. tax rate (03-04 = 0): 3.76"
2008-09,20,0.0114452248407033,,FALSE,0.0114452248407033,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 20
Avg. tax rate (03-04 = 0): 1.14"
2009-10,20,0.00288816622598009,,FALSE,0.00288816622598009,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 20
Avg. tax rate (03-04 = 0): 0.29"
2010-11,20,0,,FALSE,0,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 20
Avg. tax rate (03-04 = 0): 0"
2011-12,20,0,,FALSE,0,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 20
Avg. tax rate (03-04 = 0): 0"
2012-13,20,0,,FALSE,0,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 20
Avg. tax rate (03-04 = 0): 0"
2013-14,20,0,,FALSE,0,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 20
Avg. tax rate (03-04 = 0): 0"
2014-15,20,0,,FALSE,0,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 20
Avg. tax rate (03-04 = 0): 0"
2015-16,20,0,,FALSE,0,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 20
Avg. tax rate (03-04 = 0): 0"
2018-19,20,0,Baseline,FALSE,0,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 20
Avg. tax rate (03-04 = 0): 0"
2018-19,20,0,Budget2018,FALSE,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 20
Avg. tax rate (03-04 = 0): 0"
2027-28,20,0.021,Baseline,FALSE,0.021,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 20
Avg. tax rate (03-04 = 0): 2.1"
2027-28,20,0.008,Budget2018,FALSE,0.008,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 20
Avg. tax rate (03-04 = 0): 0.8"
2003-04,21,0.0857762923110507,,FALSE,0.0857762923110507,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 21
Avg. tax rate (03-04 = 0): 8.58"
2004-05,21,0.0814241711605645,,FALSE,0.0814241711605645,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 21
Avg. tax rate (03-04 = 0): 8.14"
2005-06,21,0.0691166207170288,,FALSE,0.0691166207170288,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 21
Avg. tax rate (03-04 = 0): 6.91"
2006-07,21,0.0496361776395161,,FALSE,0.0496361776395161,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 21
Avg. tax rate (03-04 = 0): 4.96"
2007-08,21,0.0427002443175402,,FALSE,0.0427002443175402,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 21
Avg. tax rate (03-04 = 0): 4.27"
2008-09,21,0.0165747143023247,,FALSE,0.0165747143023247,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 21
Avg. tax rate (03-04 = 0): 1.66"
2009-10,21,0.00897673160752644,,FALSE,0.00897673160752644,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 21
Avg. tax rate (03-04 = 0): 0.9"
