variable	inflator	h
Hrs_to_prepare_BPI_cnt	0.97	3
Intrst_Ded_amt	0.89	3
Med_Exp_TO_amt	0.92	3
NPP_loss_claimed	0.95	3
Net_CG_amt	1.28	3
Net_PT_NPP_dsn	0.98	3
Net_PT_PP_dsn	1.09	3
Net_farm_management_amt	1.62	3
Net_fincl_invstmt_lss_amt	0.77	3
Other_foreign_inc_amt	1.22	3
Other_inc_amt	0.98	3
Other_rent_ded_amt	1.17	3
PP_loss_claimed	0.83	3
Rent_cap_wks_amt	1.21	3
Rent_int_ded_amt	1	3
Rep_frng_ben_amt	1.17	3
Spouse_adjusted_taxable_inc	1	3
TFN_amts_wheld_divs_amt	1.23	3
TFN_amts_wheld_gr_intst_amt	0.99	3
Taxed_othr_pnsn_amt	0.93	3
Tot_CY_CG_amt	1.25	3
Total_NPP_BE_amt	1.16	3
Total_NPP_BI_amt	1.04	3
Total_PP_BE_amt	0.89	3
Total_PP_BI_amt	0.94	3
Unfranked_Div_amt	1	3
Untaxed_othr_pnsn_amt	1.11	3
Asbl_forgn_source_incm_amt	0.95	4
Aust_govt_pnsn_allw_amt	0.99	4
Cr_PAYG_ITI_amt	0.97	4
Div_Ded_amt	0.5	4
Dividends_franking_cr_amt	1.06	4
Frk_Div_amt	1.03	4
Gift_amt	0.79	4
Gross_rent_amt	1.19	4
Grs_int_amt	0.86	4
Help_debt	1.57	4
Hrs_to_prepare_BPI_cnt	0.97	4
Intrst_Ded_amt	0.89	4
Med_Exp_TO_amt	0.88	4
NPP_loss_claimed	0.95	4
Net_CG_amt	1.28	4
Net_PT_NPP_dsn	0.97	4
Net_PT_PP_dsn	1.09	4
Net_farm_management_amt	1.62	4
Net_fincl_invstmt_lss_amt	0.77	4
Other_foreign_inc_amt	1.22	4
Other_inc_amt	0.98	4
Other_rent_ded_amt	1.21	4
PP_loss_claimed	0.83	4
Rent_cap_wks_amt	1.26	4
Rent_int_ded_amt	1	4
Rep_frng_ben_amt	1.21	4
Spouse_adjusted_taxable_inc	1	4
TFN_amts_wheld_divs_amt	1.23	4
TFN_amts_wheld_gr_intst_amt	0.99	4
Taxed_othr_pnsn_amt	0.93	4
Tot_CY_CG_amt	1.25	4
Total_NPP_BE_amt	1.16	4
Total_NPP_BI_amt	1.04	4
Total_PP_BE_amt	0.89	4
Total_PP_BI_amt	0.94	4
Unfranked_Div_amt	1	4
Untaxed_othr_pnsn_amt	1.14	4
Asbl_forgn_source_incm_amt	0.95	5
Aust_govt_pnsn_allw_amt	0.99	5
Cr_PAYG_ITI_amt	0.97	5
Div_Ded_amt	0.41	5
Dividends_franking_cr_amt	1.06	5
Frk_Div_amt	1.03	5
Gift_amt	0.79	5
Gross_rent_amt	1.23	5
Grs_int_amt	0.86	5
Help_debt	1.68	5
Hrs_to_prepare_BPI_cnt	0.97	5
Intrst_Ded_amt	0.89	5
Med_Exp_TO_amt	0.84	5
NPP_loss_claimed	0.95	5
Net_CG_amt	1.28	5
Net_PT_NPP_dsn	0.96	5
Net_PT_PP_dsn	1.09	5
Net_farm_management_amt	1.62	5
Net_fincl_invstmt_lss_amt	0.77	5
Other_foreign_inc_amt	1.22	5
Other_inc_amt	0.98	5
Other_rent_ded_amt	1.26	5
PP_loss_claimed	0.83	5
Rent_cap_wks_amt	1.32	5
Rent_int_ded_amt	1	5
Rep_frng_ben_amt	1.25	5
Spouse_adjusted_taxable_inc	1	5
TFN_amts_wheld_divs_amt	1.23	5
TFN_amts_wheld_gr_intst_amt	0.99	5
Taxed_othr_pnsn_amt	0.93	5
Tot_CY_CG_amt	1.25	5
Total_NPP_BE_amt	1.16	5
Total_NPP_BI_amt	1.04	5
Total_PP_BE_amt	0.89	5
Total_PP_BI_amt	0.94	5
Unfranked_Div_amt	1	5
Untaxed_othr_pnsn_amt	1.17	5
Asbl_forgn_source_incm_amt	0.95	6
Aust_govt_pnsn_allw_amt	0.99	6
Cr_PAYG_ITI_amt	0.97	6
Div_Ded_amt	0.31	6
Dividends_franking_cr_amt	1.06	6
Frk_Div_amt	1.03	6
Gift_amt	0.79	6
Gross_rent_amt	1.27	6
Grs_int_amt	0.86	6
Help_debt	1.79	6
Hrs_to_prepare_BPI_cnt	0.97	6
Intrst_Ded_amt	0.89	6
Med_Exp_TO_amt	0.81	6
NPP_loss_claimed	0.95	6
Net_CG_amt	1.28	6
Net_PT_NPP_dsn	0.95	6
Net_PT_PP_dsn	1.09	6
Net_farm_management_amt	1.62	6
Net_fincl_invstmt_lss_amt	0.77	6
Other_foreign_inc_amt	1.22	6
Other_inc_amt	0.98	6
Other_rent_ded_amt	1.3	6
PP_loss_claimed	0.83	6
Rent_cap_wks_amt	1.37	6
Rent_int_ded_amt	1	6
Rep_frng_ben_amt	1.29	6
Spouse_adjusted_taxable_inc	1	6
TFN_amts_wheld_divs_amt	1.23	6
TFN_amts_wheld_gr_intst_amt	0.99	6
Taxed_othr_pnsn_amt	0.93	6
Tot_CY_CG_amt	1.25	6
Total_NPP_BE_amt	1.16	6
Total_NPP_BI_amt	1.04	6
Total_PP_BE_amt	0.89	6
Total_PP_BI_amt	0.94	6
Unfranked_Div_amt	1	6
Untaxed_othr_pnsn_amt	1.2	6
Asbl_forgn_source_incm_amt	0.95	7
Aust_govt_pnsn_allw_amt	0.99	7
Cr_PAYG_ITI_amt	0.97	7
Div_Ded_amt	0.21	7
Dividends_franking_cr_amt	1.06	7
Frk_Div_amt	1.03	7
Gift_amt	0.79	7
Gross_rent_amt	1.31	7
Grs_int_amt	0.86	7
Help_debt	1.9	7
Hrs_to_prepare_BPI_cnt	0.97	7
Intrst_Ded_amt	0.89	7
Med_Exp_TO_amt	0.78	7
NPP_loss_claimed	0.95	7
Net_CG_amt	1.28	7
Net_PT_NPP_dsn	0.94	7
Net_PT_PP_dsn	1.09	7
Net_farm_management_amt	1.62	7
Net_fincl_invstmt_lss_amt	0.77	7
Other_foreign_inc_amt	1.22	7
Other_inc_amt	0.98	7
Other_rent_ded_amt	1.34	7
PP_loss_claimed	0.83	7
Rent_cap_wks_amt	1.42	7
Rent_int_ded_amt	1	7
Rep_frng_ben_amt	1.32	7
Spouse_adjusted_taxable_inc	1	7
TFN_amts_wheld_divs_amt	1.23	7
TFN_amts_wheld_gr_intst_amt	0.99	7
Taxed_othr_pnsn_amt	0.93	7
Tot_CY_CG_amt	1.25	7
Total_NPP_BE_amt	1.16	7
Total_NPP_BI_amt	1.04	7
Total_PP_BE_amt	0.89	7
Total_PP_BI_amt	0.94	7
Unfranked_Div_amt	1	7
Untaxed_othr_pnsn_amt	1.23	7
Asbl_forgn_source_incm_amt	0.95	8
Aust_govt_pnsn_allw_amt	0.99	8
Cr_PAYG_ITI_amt	0.97	8
Div_Ded_amt	0.12	8
Dividends_franking_cr_amt	1.06	8
Frk_Div_amt	1.03	8
Gift_amt	0.79	8
Gross_rent_amt	1.35	8
Grs_int_amt	0.86	8
Help_debt	2.01	8
Hrs_to_prepare_BPI_cnt	0.97	8
Intrst_Ded_amt	0.89	8
Med_Exp_TO_amt	0.74	8
NPP_loss_claimed	0.95	8
Net_CG_amt	1.28	8
Net_PT_NPP_dsn	0.93	8
Net_PT_PP_dsn	1.09	8
Net_farm_management_amt	1.62	8
Net_fincl_invstmt_lss_amt	0.77	8
Other_foreign_inc_amt	1.22	8
Other_inc_amt	0.98	8
Other_rent_ded_amt	1.39	8
PP_loss_claimed	0.83	8
Rent_cap_wks_amt	1.48	8
Rent_int_ded_amt	1	8
Rep_frng_ben_amt	1.36	8
Spouse_adjusted_taxable_inc	1	8
TFN_amts_wheld_divs_amt	1.23	8
TFN_amts_wheld_gr_intst_amt	0.99	8
Taxed_othr_pnsn_amt	0.93	8
Tot_CY_CG_amt	1.25	8
Total_NPP_BE_amt	1.16	8
Total_NPP_BI_amt	1.04	8
Total_PP_BE_amt	0.89	8
Total_PP_BI_amt	0.94	8
Unfranked_Div_amt	1	8
Untaxed_othr_pnsn_amt	1.26	8
Asbl_forgn_source_incm_amt	0.95	9
Aust_govt_pnsn_allw_amt	0.99	9
Cr_PAYG_ITI_amt	0.97	9
Div_Ded_amt	0.02	9
Dividends_franking_cr_amt	1.06	9
Frk_Div_amt	1.03	9
Gift_amt	0.79	9
Gross_rent_amt	1.39	9
Grs_int_amt	0.86	9
Help_debt	2.12	9
Hrs_to_prepare_BPI_cnt	0.97	9
Intrst_Ded_amt	0.89	9
Med_Exp_TO_amt	0.71	9
NPP_loss_claimed	0.95	9
Net_CG_amt	1.28	9
Net_PT_NPP_dsn	0.92	9
Net_PT_PP_dsn	1.09	9
Net_farm_management_amt	1.62	9
Net_fincl_invstmt_lss_amt	0.77	9
Other_foreign_inc_amt	1.22	9
Other_inc_amt	0.98	9
Other_rent_ded_amt	1.43	9
PP_loss_claimed	0.83	9
Rent_cap_wks_amt	1.53	9
Rent_int_ded_amt	1	9
Rep_frng_ben_amt	1.4	9
Spouse_adjusted_taxable_inc	1	9
TFN_amts_wheld_divs_amt	1.23	9
TFN_amts_wheld_gr_intst_amt	0.99	9
Taxed_othr_pnsn_amt	0.93	9
Tot_CY_CG_amt	1.25	9
Total_NPP_BE_amt	1.16	9
Total_NPP_BI_amt	1.04	9
Total_PP_BE_amt	0.89	9
Total_PP_BI_amt	0.94	9
Unfranked_Div_amt	1	9
Untaxed_othr_pnsn_amt	1.29	9
Asbl_forgn_source_incm_amt	0.95	10
Aust_govt_pnsn_allw_amt	0.99	10
Cr_PAYG_ITI_amt	0.97	10
Div_Ded_amt	-0.08	10
Dividends_franking_cr_amt	1.06	10
Frk_Div_amt	1.03	10
Gift_amt	0.79	10
Gross_rent_amt	1.43	10
Grs_int_amt	0.86	10
Help_debt	2.23	10
Hrs_to_prepare_BPI_cnt	0.97	10
Intrst_Ded_amt	0.89	10
Med_Exp_TO_amt	0.68	10
NPP_loss_claimed	0.95	10
Net_CG_amt	1.28	10
Net_PT_NPP_dsn	0.91	10
Net_PT_PP_dsn	1.09	10
Net_farm_management_amt	1.62	10
Net_fincl_invstmt_lss_amt	0.77	10
Other_foreign_inc_amt	1.22	10
Other_inc_amt	0.98	10
Other_rent_ded_amt	1.47	10
PP_loss_claimed	0.83	10
Rent_cap_wks_amt	1.58	10
Rent_int_ded_amt	1	10
Rep_frng_ben_amt	1.44	10
Spouse_adjusted_taxable_inc	1	10
TFN_amts_wheld_divs_amt	1.23	10
TFN_amts_wheld_gr_intst_amt	0.99	10
Taxed_othr_pnsn_amt	0.93	10
Tot_CY_CG_amt	1.25	10
Total_NPP_BE_amt	1.16	10
Total_NPP_BI_amt	1.04	10
Total_PP_BE_amt	0.89	10
Total_PP_BI_amt	0.94	10
Unfranked_Div_amt	1	10
Untaxed_othr_pnsn_amt	1.32	10
Asbl_forgn_source_incm_amt	0.95	11
Aust_govt_pnsn_allw_amt	0.99	11
Cr_PAYG_ITI_amt	0.97	11
Div_Ded_amt	-0.18	11
Dividends_franking_cr_amt	1.06	11
Frk_Div_amt	1.03	11
Gift_amt	0.79	11
Gross_rent_amt	1.47	11
Grs_int_amt	0.86	11
Help_debt	2.34	11
Hrs_to_prepare_BPI_cnt	0.97	11
Intrst_Ded_amt	0.89	11
Med_Exp_TO_amt	0.65	11
NPP_loss_claimed	0.95	11
Net_CG_amt	1.28	11
Net_PT_NPP_dsn	0.9	11
Net_PT_PP_dsn	1.09	11
Net_farm_management_amt	1.62	11
Net_fincl_invstmt_lss_amt	0.77	11
Other_foreign_inc_amt	1.22	11
Other_inc_amt	0.98	11
Other_rent_ded_amt	1.51	11
PP_loss_claimed	0.83	11
Rent_cap_wks_amt	1.64	11
Rent_int_ded_amt	1	11
Rep_frng_ben_amt	1.47	11
Spouse_adjusted_taxable_inc	1	11
TFN_amts_wheld_divs_amt	1.23	11
TFN_amts_wheld_gr_intst_amt	0.99	11
Taxed_othr_pnsn_amt	0.93	11
Tot_CY_CG_amt	1.25	11
Total_NPP_BE_amt	1.16	11
Total_NPP_BI_amt	1.04	11
Total_PP_BE_amt	0.89	11
Total_PP_BI_amt	0.94	11
Unfranked_Div_amt	1	11
Untaxed_othr_pnsn_amt	1.35	11
Asbl_forgn_source_incm_amt	0.95	12
Aust_govt_pnsn_allw_amt	0.99	12
Cr_PAYG_ITI_amt	0.97	12
Div_Ded_amt	-0.27	12
Dividends_franking_cr_amt	1.06	12
Frk_Div_amt	1.03	12
Gift_amt	0.79	12
Gross_rent_amt	1.51	12
Grs_int_amt	0.86	12
Help_debt	2.45	12
Hrs_to_prepare_BPI_cnt	0.97	12
Intrst_Ded_amt	0.89	12
Med_Exp_TO_amt	0.63	12
NPP_loss_claimed	0.95	12
Net_CG_amt	1.28	12
Net_PT_NPP_dsn	0.89	12
Net_PT_PP_dsn	1.09	12
Net_farm_management_amt	1.62	12
Net_fincl_invstmt_lss_amt	0.77	12
Other_foreign_inc_amt	1.22	12
Other_inc_amt	0.98	12
Other_rent_ded_amt	1.56	12
PP_loss_claimed	0.83	12
Rent_cap_wks_amt	1.69	12
Rent_int_ded_amt	1	12
Rep_frng_ben_amt	1.51	12
Spouse_adjusted_taxable_inc	1	12
TFN_amts_wheld_divs_amt	1.23	12
TFN_amts_wheld_gr_intst_amt	0.99	12
Taxed_othr_pnsn_amt	0.93	12
Tot_CY_CG_amt	1.25	12
Total_NPP_BE_amt	1.16	12
Total_NPP_BI_amt	1.04	12
Total_PP_BE_amt	0.89	12
Total_PP_BI_amt	0.94	12
Unfranked_Div_amt	1	12
Untaxed_othr_pnsn_amt	1.37	12
Asbl_forgn_source_incm_amt	0.95	13
Aust_govt_pnsn_allw_amt	0.99	13
Cr_PAYG_ITI_amt	0.97	13
Div_Ded_amt	-0.37	13
Dividends_franking_cr_amt	1.06	13
Frk_Div_amt	1.03	13
Gift_amt	0.79	13
Gross_rent_amt	1.55	13
Grs_int_amt	0.86	13
Help_debt	2.56	13
Hrs_to_prepare_BPI_cnt	0.97	13
Intrst_Ded_amt	0.89	13
Med_Exp_TO_amt	0.6	13
NPP_loss_claimed	0.95	13
Net_CG_amt	1.28	13
Net_PT_NPP_dsn	0.88	13
Net_PT_PP_dsn	1.09	13
Net_farm_management_amt	1.62	13
Net_fincl_invstmt_lss_amt	0.77	13
Other_foreign_inc_amt	1.22	13
Other_inc_amt	0.98	13
Other_rent_ded_amt	1.6	13
PP_loss_claimed	0.83	13
Rent_cap_wks_amt	1.74	13
Rent_int_ded_amt	1	13
Rep_frng_ben_amt	1.55	13
Spouse_adjusted_taxable_inc	1	13
TFN_amts_wheld_divs_amt	1.23	13
TFN_amts_wheld_gr_intst_amt	0.99	13
Taxed_othr_pnsn_amt	0.93	13
Tot_CY_CG_amt	1.25	13
Total_NPP_BE_amt	1.16	13
Total_NPP_BI_amt	1.04	13
Total_PP_BE_amt	0.89	13
Total_PP_BI_amt	0.94	13
Unfranked_Div_amt	1	13
Untaxed_othr_pnsn_amt	1.4	13
Asbl_forgn_source_incm_amt	0.95	14
Aust_govt_pnsn_allw_amt	0.99	14
Cr_PAYG_ITI_amt	0.97	14
Div_Ded_amt	-0.47	14
Dividends_franking_cr_amt	1.06	14
Frk_Div_amt	1.03	14
Gift_amt	0.79	14
Gross_rent_amt	1.59	14
Grs_int_amt	0.86	14
Help_debt	2.67	14
Hrs_to_prepare_BPI_cnt	0.97	14
Intrst_Ded_amt	0.89	14
Med_Exp_TO_amt	0.58	14
NPP_loss_claimed	0.95	14
Net_CG_amt	1.28	14
Net_PT_NPP_dsn	0.87	14
Net_PT_PP_dsn	1.09	14
Net_farm_management_amt	1.62	14
Net_fincl_invstmt_lss_amt	0.77	14
Other_foreign_inc_amt	1.22	14
Other_inc_amt	0.98	14
Other_rent_ded_amt	1.64	14
PP_loss_claimed	0.83	14
Rent_cap_wks_amt	1.8	14
Rent_int_ded_amt	1	14
Rep_frng_ben_amt	1.59	14
Spouse_adjusted_taxable_inc	1	14
TFN_amts_wheld_divs_amt	1.23	14
TFN_amts_wheld_gr_intst_amt	0.99	14
Taxed_othr_pnsn_amt	0.93	14
Tot_CY_CG_amt	1.25	14
Total_NPP_BE_amt	1.16	14
Total_NPP_BI_amt	1.04	14
Total_PP_BE_amt	0.89	14
Total_PP_BI_amt	0.94	14
Unfranked_Div_amt	1	14
Untaxed_othr_pnsn_amt	1.43	14
Asbl_forgn_source_incm_amt	0.95	15
Aust_govt_pnsn_allw_amt	0.99	15
Cr_PAYG_ITI_amt	0.97	15
Div_Ded_amt	-0.56	15
Dividends_franking_cr_amt	1.06	15
Frk_Div_amt	1.03	15
Gift_amt	0.79	15
Gross_rent_amt	1.63	15
Grs_int_amt	0.86	15
Help_debt	2.78	15
Hrs_to_prepare_BPI_cnt	0.97	15
Intrst_Ded_amt	0.89	15
Med_Exp_TO_amt	0.55	15
NPP_loss_claimed	0.95	15
Net_CG_amt	1.28	15
Net_PT_NPP_dsn	0.86	15
Net_PT_PP_dsn	1.09	15
Net_farm_management_amt	1.62	15
Net_fincl_invstmt_lss_amt	0.77	15
Other_foreign_inc_amt	1.22	15
Other_inc_amt	0.98	15
Other_rent_ded_amt	1.69	15
PP_loss_claimed	0.83	15
Rent_cap_wks_amt	1.85	15
Rent_int_ded_amt	1	15
Rep_frng_ben_amt	1.62	15
Spouse_adjusted_taxable_inc	1	15
TFN_amts_wheld_divs_amt	1.23	15
TFN_amts_wheld_gr_intst_amt	0.99	15
Taxed_othr_pnsn_amt	0.93	15
Tot_CY_CG_amt	1.25	15
Total_NPP_BE_amt	1.16	15
Total_NPP_BI_amt	1.04	15
Total_PP_BE_amt	0.89	15
Total_PP_BI_amt	0.94	15
Unfranked_Div_amt	1	15
Untaxed_othr_pnsn_amt	1.46	15
