variable	inflator	h
Tot_CY_CG_amt	1.53	2
Total_NPP_BE_amt	1.01	2
Total_NPP_BI_amt	0.97	2
Total_PP_BE_amt	1.05	2
Total_PP_BI_amt	1.05	2
Unfranked_Div_amt	1.02	2
Untaxed_othr_pnsn_amt	1.17	2
Asbl_forgn_source_incm_amt	1.51	3
Aust_govt_pnsn_allw_amt	1.17	3
Cr_PAYG_ITI_amt	1.03	3
Div_Ded_amt	0.54	3
Dividends_franking_cr_amt	1.05	3
Frk_Div_amt	0.99	3
Gift_amt	1.49	3
Gross_rent_amt	1.22	3
Grs_int_amt	0.68	3
Help_debt	2.03	3
Hrs_to_prepare_BPI_cnt	0.79	3
Intrst_Ded_amt	0.68	3
Med_Exp_TO_amt	0.36	3
NPP_loss_claimed	0.89	3
Net_CG_amt	1.53	3
Net_PT_NPP_dsn	1.25	3
Net_PT_PP_dsn	2.71	3
Net_farm_management_amt	2.03	3
Net_fincl_invstmt_lss_amt	0.74	3
Other_foreign_inc_amt	1.89	3
Other_inc_amt	1.02	3
Other_rent_ded_amt	1.29	3
PP_loss_claimed	1.08	3
Rent_cap_wks_amt	1.49	3
Rent_int_ded_amt	0.9	3
Rep_frng_ben_amt	1.2	3
Spouse_adjusted_taxable_inc	0.95	3
TFN_amts_wheld_divs_amt	1.14	3
TFN_amts_wheld_gr_intst_amt	1.05	3
Taxed_othr_pnsn_amt	1.05	3
Tot_CY_CG_amt	1.53	3
Total_NPP_BE_amt	1.01	3
Total_NPP_BI_amt	0.97	3
Total_PP_BE_amt	1.05	3
Total_PP_BI_amt	1.05	3
Unfranked_Div_amt	1.02	3
Untaxed_othr_pnsn_amt	1.2	3
Asbl_forgn_source_incm_amt	1.51	4
Aust_govt_pnsn_allw_amt	1.17	4
Cr_PAYG_ITI_amt	1.03	4
Div_Ded_amt	0.46	4
Dividends_franking_cr_amt	1.05	4
Frk_Div_amt	0.99	4
Gift_amt	1.49	4
Gross_rent_amt	1.27	4
Grs_int_amt	0.68	4
Help_debt	2.19	4
Hrs_to_prepare_BPI_cnt	0.79	4
Intrst_Ded_amt	0.68	4
Med_Exp_TO_amt	0.34	4
NPP_loss_claimed	0.89	4
Net_CG_amt	1.53	4
Net_PT_NPP_dsn	1.3	4
Net_PT_PP_dsn	2.71	4
Net_farm_management_amt	2.03	4
Net_fincl_invstmt_lss_amt	0.74	4
Other_foreign_inc_amt	1.89	4
Other_inc_amt	1.02	4
Other_rent_ded_amt	1.34	4
PP_loss_claimed	1.08	4
Rent_cap_wks_amt	1.57	4
Rent_int_ded_amt	0.9	4
Rep_frng_ben_amt	1.24	4
Spouse_adjusted_taxable_inc	0.95	4
TFN_amts_wheld_divs_amt	1.14	4
TFN_amts_wheld_gr_intst_amt	1.05	4
Taxed_othr_pnsn_amt	1.05	4
Tot_CY_CG_amt	1.53	4
Total_NPP_BE_amt	1.01	4
Total_NPP_BI_amt	0.97	4
Total_PP_BE_amt	1.05	4
Total_PP_BI_amt	1.05	4
Unfranked_Div_amt	1.02	4
Untaxed_othr_pnsn_amt	1.24	4
Asbl_forgn_source_incm_amt	1.51	5
Aust_govt_pnsn_allw_amt	1.17	5
Cr_PAYG_ITI_amt	1.03	5
Div_Ded_amt	0.39	5
Dividends_franking_cr_amt	1.05	5
Frk_Div_amt	0.99	5
Gift_amt	1.49	5
Gross_rent_amt	1.32	5
Grs_int_amt	0.68	5
Help_debt	2.35	5
Hrs_to_prepare_BPI_cnt	0.79	5
Intrst_Ded_amt	0.68	5
Med_Exp_TO_amt	0.33	5
NPP_loss_claimed	0.89	5
Net_CG_amt	1.53	5
Net_PT_NPP_dsn	1.34	5
Net_PT_PP_dsn	2.71	5
Net_farm_management_amt	2.03	5
Net_fincl_invstmt_lss_amt	0.74	5
Other_foreign_inc_amt	1.89	5
Other_inc_amt	1.02	5
Other_rent_ded_amt	1.39	5
PP_loss_claimed	1.08	5
Rent_cap_wks_amt	1.66	5
Rent_int_ded_amt	0.9	5
Rep_frng_ben_amt	1.28	5
Spouse_adjusted_taxable_inc	0.95	5
TFN_amts_wheld_divs_amt	1.14	5
TFN_amts_wheld_gr_intst_amt	1.05	5
Taxed_othr_pnsn_amt	1.05	5
Tot_CY_CG_amt	1.53	5
Total_NPP_BE_amt	1.01	5
Total_NPP_BI_amt	0.97	5
Total_PP_BE_amt	1.05	5
Total_PP_BI_amt	1.05	5
Unfranked_Div_amt	1.02	5
Untaxed_othr_pnsn_amt	1.27	5
Asbl_forgn_source_incm_amt	1.51	6
Aust_govt_pnsn_allw_amt	1.17	6
Cr_PAYG_ITI_amt	1.03	6
Div_Ded_amt	0.32	6
Dividends_franking_cr_amt	1.05	6
Frk_Div_amt	0.99	6
Gift_amt	1.49	6
Gross_rent_amt	1.37	6
Grs_int_amt	0.68	6
Help_debt	2.51	6
Hrs_to_prepare_BPI_cnt	0.79	6
Intrst_Ded_amt	0.68	6
Med_Exp_TO_amt	0.32	6
NPP_loss_claimed	0.89	6
Net_CG_amt	1.53	6
Net_PT_NPP_dsn	1.38	6
Net_PT_PP_dsn	2.71	6
Net_farm_management_amt	2.03	6
Net_fincl_invstmt_lss_amt	0.74	6
Other_foreign_inc_amt	1.89	6
Other_inc_amt	1.02	6
Other_rent_ded_amt	1.44	6
PP_loss_claimed	1.08	6
Rent_cap_wks_amt	1.74	6
Rent_int_ded_amt	0.9	6
Rep_frng_ben_amt	1.32	6
Spouse_adjusted_taxable_inc	0.95	6
TFN_amts_wheld_divs_amt	1.14	6
TFN_amts_wheld_gr_intst_amt	1.05	6
Taxed_othr_pnsn_amt	1.05	6
Tot_CY_CG_amt	1.53	6
Total_NPP_BE_amt	1.01	6
Total_NPP_BI_amt	0.97	6
Total_PP_BE_amt	1.05	6
Total_PP_BI_amt	1.05	6
Unfranked_Div_amt	1.02	6
Untaxed_othr_pnsn_amt	1.31	6
Asbl_forgn_source_incm_amt	1.51	7
Aust_govt_pnsn_allw_amt	1.17	7
Cr_PAYG_ITI_amt	1.03	7
Div_Ded_amt	0.25	7
Dividends_franking_cr_amt	1.05	7
Frk_Div_amt	0.99	7
Gift_amt	1.49	7
Gross_rent_amt	1.42	7
Grs_int_amt	0.68	7
Help_debt	2.67	7
Hrs_to_prepare_BPI_cnt	0.79	7
Intrst_Ded_amt	0.68	7
Med_Exp_TO_amt	0.3	7
NPP_loss_claimed	0.89	7
Net_CG_amt	1.53	7
Net_PT_NPP_dsn	1.42	7
Net_PT_PP_dsn	2.71	7
Net_farm_management_amt	2.03	7
Net_fincl_invstmt_lss_amt	0.74	7
Other_foreign_inc_amt	1.89	7
Other_inc_amt	1.02	7
Other_rent_ded_amt	1.49	7
PP_loss_claimed	1.08	7
Rent_cap_wks_amt	1.82	7
Rent_int_ded_amt	0.9	7
Rep_frng_ben_amt	1.36	7
Spouse_adjusted_taxable_inc	0.95	7
TFN_amts_wheld_divs_amt	1.14	7
TFN_amts_wheld_gr_intst_amt	1.05	7
Taxed_othr_pnsn_amt	1.05	7
Tot_CY_CG_amt	1.53	7
Total_NPP_BE_amt	1.01	7
Total_NPP_BI_amt	0.97	7
Total_PP_BE_amt	1.05	7
Total_PP_BI_amt	1.05	7
Unfranked_Div_amt	1.02	7
Untaxed_othr_pnsn_amt	1.34	7
Asbl_forgn_source_incm_amt	1.51	8
Aust_govt_pnsn_allw_amt	1.17	8
Cr_PAYG_ITI_amt	1.03	8
Div_Ded_amt	0.18	8
Dividends_franking_cr_amt	1.05	8
Frk_Div_amt	0.99	8
Gift_amt	1.49	8
Gross_rent_amt	1.47	8
Grs_int_amt	0.68	8
Help_debt	2.83	8
Hrs_to_prepare_BPI_cnt	0.79	8
Intrst_Ded_amt	0.68	8
Med_Exp_TO_amt	0.29	8
NPP_loss_claimed	0.89	8
Net_CG_amt	1.53	8
Net_PT_NPP_dsn	1.47	8
Net_PT_PP_dsn	2.71	8
Net_farm_management_amt	2.03	8
Net_fincl_invstmt_lss_amt	0.74	8
Other_foreign_inc_amt	1.89	8
Other_inc_amt	1.02	8
Other_rent_ded_amt	1.54	8
PP_loss_claimed	1.08	8
Rent_cap_wks_amt	1.9	8
Rent_int_ded_amt	0.9	8
Rep_frng_ben_amt	1.4	8
Spouse_adjusted_taxable_inc	0.95	8
TFN_amts_wheld_divs_amt	1.14	8
TFN_amts_wheld_gr_intst_amt	1.05	8
Taxed_othr_pnsn_amt	1.05	8
Tot_CY_CG_amt	1.53	8
Total_NPP_BE_amt	1.01	8
Total_NPP_BI_amt	0.97	8
Total_PP_BE_amt	1.05	8
Total_PP_BI_amt	1.05	8
Unfranked_Div_amt	1.02	8
Untaxed_othr_pnsn_amt	1.38	8
Asbl_forgn_source_incm_amt	1.51	9
Aust_govt_pnsn_allw_amt	1.17	9
Cr_PAYG_ITI_amt	1.03	9
Div_Ded_amt	0.11	9
Dividends_franking_cr_amt	1.05	9
Frk_Div_amt	0.99	9
Gift_amt	1.49	9
Gross_rent_amt	1.52	9
Grs_int_amt	0.68	9
Help_debt	2.99	9
Hrs_to_prepare_BPI_cnt	0.79	9
Intrst_Ded_amt	0.68	9
Med_Exp_TO_amt	0.28	9
NPP_loss_claimed	0.89	9
Net_CG_amt	1.53	9
Net_PT_NPP_dsn	1.51	9
Net_PT_PP_dsn	2.71	9
Net_farm_management_amt	2.03	9
Net_fincl_invstmt_lss_amt	0.74	9
Other_foreign_inc_amt	1.89	9
Other_inc_amt	1.02	9
Other_rent_ded_amt	1.59	9
PP_loss_claimed	1.08	9
Rent_cap_wks_amt	1.98	9
Rent_int_ded_amt	0.9	9
Rep_frng_ben_amt	1.44	9
Spouse_adjusted_taxable_inc	0.95	9
TFN_amts_wheld_divs_amt	1.14	9
TFN_amts_wheld_gr_intst_amt	1.05	9
Taxed_othr_pnsn_amt	1.05	9
Tot_CY_CG_amt	1.53	9
Total_NPP_BE_amt	1.01	9
Total_NPP_BI_amt	0.97	9
Total_PP_BE_amt	1.05	9
Total_PP_BI_amt	1.05	9
Unfranked_Div_amt	1.02	9
Untaxed_othr_pnsn_amt	1.41	9
Asbl_forgn_source_incm_amt	1.51	10
Aust_govt_pnsn_allw_amt	1.17	10
Cr_PAYG_ITI_amt	1.03	10
Div_Ded_amt	0.03	10
Dividends_franking_cr_amt	1.05	10
Frk_Div_amt	0.99	10
Gift_amt	1.49	10
Gross_rent_amt	1.57	10
Grs_int_amt	0.68	10
Help_debt	3.15	10
Hrs_to_prepare_BPI_cnt	0.79	10
Intrst_Ded_amt	0.68	10
Med_Exp_TO_amt	0.27	10
NPP_loss_claimed	0.89	10
Net_CG_amt	1.53	10
Net_PT_NPP_dsn	1.55	10
Net_PT_PP_dsn	2.71	10
Net_farm_management_amt	2.03	10
Net_fincl_invstmt_lss_amt	0.74	10
Other_foreign_inc_amt	1.89	10
Other_inc_amt	1.02	10
Other_rent_ded_amt	1.64	10
PP_loss_claimed	1.08	10
Rent_cap_wks_amt	2.07	10
Rent_int_ded_amt	0.9	10
Rep_frng_ben_amt	1.48	10
Spouse_adjusted_taxable_inc	0.95	10
TFN_amts_wheld_divs_amt	1.14	10
TFN_amts_wheld_gr_intst_amt	1.05	10
Taxed_othr_pnsn_amt	1.05	10
Tot_CY_CG_amt	1.53	10
Total_NPP_BE_amt	1.01	10
Total_NPP_BI_amt	0.97	10
Total_PP_BE_amt	1.05	10
Total_PP_BI_amt	1.05	10
Unfranked_Div_amt	1.02	10
Untaxed_othr_pnsn_amt	1.45	10
