fy.year	Sw_amt_percentile	average_salary	min_salary
2014-15	8	7717.47	7184
2015-16	8	7801.8	7242
2016-17	8	7738.95	7200
2003-04	9	4854.64	4600
2004-05	9	4999.01	4732
2005-06	9	5170.94	4867
2006-07	9	5365.25	5064
2007-08	9	5315.26	5000
2008-09	9	6442.45	6056
2009-10	9	6814.57	6424
2010-11	9	7123.93	6705
2011-12	9	7764.62	7330
2012-13	9	8817.64	8303
2013-14	9	8734.86	8185
2014-15	9	8768.87	8237
2015-16	9	8904.36	8353
2016-17	9	8836.69	8285
2003-04	10	5383.28	5128
2004-05	10	5544.27	5278
2005-06	10	5760.81	5480
2006-07	10	5969.12	5652
2007-08	10	5907.9	5604
2008-09	10	7220.08	6833
2009-10	10	7582.53	7200
2010-11	10	7978.02	7554
2011-12	10	8666.63	8207
2012-13	10	9817.7	9321
2013-14	10	9770.17	9272
2014-15	10	9810.6	9293
2015-16	10	9962.98	9432
2016-17	10	9941.51	9400
2003-04	11	5880.51	5616
2004-05	11	6109.5	5811
2005-06	11	6372.06	6051
2006-07	11	6600.08	6303
2007-08	11	6565.94	6246
2008-09	11	8001.84	7595
2009-10	11	8366.45	7968
2010-11	11	8853.8	8435
2011-12	11	9586.84	9124
2012-13	11	10783.61	10306
2013-14	11	10763.07	10268
2014-15	11	10825.95	10330
2015-16	11	10999.45	10508
2016-17	11	10984.98	10489
2003-04	12	6444.52	6155
2004-05	12	6721.38	6409
2005-06	12	7004.67	6684
2006-07	12	7268.43	6926
2007-08	12	7247.3	6912
2008-09	12	8777.81	8388
2009-10	12	9146.92	8762
2010-11	12	9709.93	9278
2011-12	12	10504.4	10017
2012-13	12	11721.87	11264
2013-14	12	11741.57	11252
2014-15	12	11801.75	11291
2015-16	12	12031.32	11510
2016-17	12	12018.57	11473
2003-04	13	7041.33	6735
2004-05	13	7353.43	7041
2005-06	13	7705.99	7360
2006-07	13	7964.2	7617
2007-08	13	7983.44	7606
2008-09	13	9580.22	9182
2009-10	13	9943.56	9549
2010-11	13	10583.9	10132
2011-12	13	11393.09	10954
2012-13	13	12676.16	12188
2013-14	13	12718.66	12226
2014-15	13	12815.66	12314
2015-16	13	13046.23	12548
2016-17	13	13062.52	12571
2003-04	14	7670.3	7351
2004-05	14	8020.68	7681
2005-06	14	8418.42	8075
2006-07	14	8688.83	8320
2007-08	14	8742.53	8368
2008-09	14	10391.1	9985
2009-10	14	10749.7	10348
2010-11	14	11452.73	11016
2011-12	14	12300.93	11837
2012-13	14	13674.38	13184
2013-14	14	13753.1	13236
2014-15	14	13857.56	13354
2015-16	14	14074.36	13575
2016-17	14	14076.23	13564
2003-04	15	8304.66	7983
2004-05	15	8703.14	8351
2005-06	15	9130.48	8767
2006-07	15	9397.41	9050
2007-08	15	9489.98	9120
2008-09	15	11175.63	10790
2009-10	15	11578.16	11174
2010-11	15	12306.72	11894
2011-12	15	13201.73	12751
2012-13	15	14619.67	14151
2013-14	15	14752.19	14258
2014-15	15	14847.48	14352
2015-16	15	15112.43	14590
2016-17	15	15127.47	14595
2003-04	16	8966.05	8640
2004-05	16	9368.87	9046
2005-06	16	9830.91	9475
2006-07	16	10093.51	9743
2007-08	16	10222.45	9860
2008-09	16	11953.85	11569
2009-10	16	12416.34	12002
2010-11	16	13235.92	12766
2011-12	16	14071.96	13645
2012-13	16	15591.28	15102
2013-14	16	15743.32	15251
2014-15	16	15871.25	15357
2015-16	16	16168.4	15639
2016-17	16	16190.48	15663
2003-04	17	9643.5	9305
2004-05	17	10102.71	9741
2005-06	17	10562.03	10195
2006-07	17	10815.01	10463
2007-08	17	10976.04	10601
2008-09	17	12756.92	12364
2009-10	17	13273.97	12849
2010-11	17	14151.22	13695
2011-12	17	14948.9	14508
2012-13	17	16528.21	16061
2013-14	17	16674.02	16217
2014-15	17	16813.62	16362
2015-16	17	17146.43	16671
2016-17	17	17194.08	16709
2003-04	18	10318.87	9968
2004-05	18	10813.5	10467
2005-06	18	11294.63	10928
2006-07	18	11569.85	11187
2007-08	18	11764.01	11369
2008-09	18	13554.27	13145
2009-10	18	14113.44	13697
2010-11	18	15033.02	14585
2011-12	18	15882.84	15412
2012-13	18	17475.53	17000
2013-14	18	17605.69	17136
2014-15	18	17777.5	17278
2015-16	18	18136.72	17647
2016-17	18	18196.34	17700
2003-04	19	10992.69	10661
2004-05	19	11513.65	11160
2005-06	19	12066.23	11673
2006-07	19	12309.61	11943
2007-08	19	12557.56	12164
2008-09	19	14368.8	13950
2009-10	19	14937.14	14523
2010-11	19	15926.56	15467
2011-12	19	16771.94	16326
2012-13	19	18417.11	17960
2013-14	19	18542.43	18100
2014-15	19	18723.51	18271
2015-16	19	19081.41	18602
2016-17	19	19173.29	18694
2003-04	20	11671.01	11338
2004-05	20	12236.19	11880
2005-06	20	12797.6	12426
2006-07	20	13068.52	12687
2007-08	20	13337.03	12939
2008-09	20	15161.2	14776
2009-10	20	15774.41	15337
2010-11	20	16812.07	16382
2011-12	20	17668.42	17205
2012-13	20	19337.78	18878
2013-14	20	19417.59	18976
2014-15	20	19656.65	19197
2015-16	20	20028.88	19551
2016-17	20	20180.72	19651
2003-04	21	12347.35	11989
2004-05	21	12970.45	12605
2005-06	21	13567.89	13177
2006-07	21	13841.52	13454
2007-08	21	14114.62	13711
2008-09	21	15940.55	15533
2009-10	21	16557.33	16149
2010-11	21	17667.18	17265
2011-12	21	18588.3	18132
2012-13	21	20271.31	19803
2013-14	21	20352.21	19876
2014-15	21	20612.7	20132
2015-16	21	21032.3	20527
2016-17	21	21207.12	20703
2003-04	22	13059.84	12720
2004-05	22	13732.24	13351
2005-06	22	14285.69	13938
2006-07	22	14577.28	14215
2007-08	22	14913.25	14533
2008-09	22	16758.74	16365
2009-10	22	17362.17	16935
2010-11	22	18505.53	18087
2011-12	22	19513.86	19039
2012-13	22	21214.2	20758
2013-14	22	21285.45	20819
2014-15	22	21548.9	21094
2015-16	22	21950.68	21506
2016-17	22	22188.34	21698
2003-04	23	13730.2	13401
2004-05	23	14425.71	14075
2005-06	23	15071.46	14661
2006-07	23	15360.73	14953
2007-08	23	15699.94	15305
2008-09	23	17589.38	17174
2009-10	23	18208.25	17769
2010-11	23	19359.64	18918
2011-12	23	20419.1	19970
2012-13	23	22114.75	21667
2013-14	23	22203.62	21744
2014-15	23	22468.85	22006
2015-16	23	22877.92	22403
2016-17	23	23152.34	22674
2003-04	24	14412.09	14067
2004-05	24	15144.69	14790
2005-06	24	15807.22	15454
2006-07	24	16160.4	15783
2007-08	24	16463.8	16074
2008-09	24	18407.22	17998
2009-10	24	19047.85	18634
2010-11	24	20236.15	19820
2011-12	24	21328.35	20861
2012-13	24	23017.39	22577
2013-14	24	23134.21	22673
2014-15	24	23409.8	22934
2015-16	24	23873.36	23377
2016-17	24	24117.83	23624
2003-04	25	15105.94	14768
2004-05	25	15867.12	15492
2005-06	25	16519.93	16166
2006-07	25	16925.4	16534
2007-08	25	17255.1	16852
2008-09	25	19191.01	18807
2009-10	25	19863.89	19458
2010-11	25	21121.12	20680
2011-12	25	22223.5	21772
2012-13	25	23914.41	23466
2013-14	25	24066.66	23604
2014-15	25	24365.69	23900
2015-16	25	24850.21	24362
2016-17	25	25107.68	24604
2003-04	26	15832.14	15480
2004-05	26	16584.86	16239
2005-06	26	17251.29	16867
2006-07	26	17715.44	17321
2007-08	26	18039.4	17652
2008-09	26	19999.78	19571
2009-10	26	20708	20278
2010-11	26	22005.06	21585
2011-12	26	23154.5	22695
2012-13	26	24822.77	24355
2013-14	26	25015.03	24535
2014-15	26	25309.72	24831
2015-16	26	25835.18	25352
2016-17	26	26114.53	25610
2003-04	27	16506.56	16181
2004-05	27	17305.02	16938
2005-06	27	18003.81	17636
2006-07	27	18485.02	18103
2007-08	27	18782.68	18410
2008-09	27	20824.39	20413
2009-10	27	21533.26	21104
2010-11	27	22878.26	22456
2011-12	27	24052.42	23599
2012-13	27	25758.25	25307
2013-14	27	25944.36	25481
2014-15	27	26285.84	25793
2015-16	27	26814.55	26319
2016-17	27	27141.75	26635
2003-04	28	17176.07	16839
2004-05	28	18052.45	17691
2005-06	28	18750.13	18380
2006-07	28	19221.78	18849
2007-08	28	19543.62	19168
2008-09	28	21623.84	21217
2009-10	28	22350.45	21950
2010-11	28	23750.42	23318
2011-12	28	24966.13	24519
2012-13	28	26647.48	26205
2013-14	28	26888.24	26406
2014-15	28	27252.42	26798
2015-16	28	27760.45	27302
2016-17	28	28133.47	27638
2003-04	29	17875.51	17533
2004-05	29	18755.12	18410
2005-06	29	19439.65	19099
2006-07	29	19992.22	19604
2007-08	29	20363.31	19956
2008-09	29	22424.7	22031
2009-10	29	23215.15	22751
2010-11	29	24656.29	24214
2011-12	29	25906.36	25436
2012-13	29	27531.11	27091
2013-14	29	27846.11	27369
2014-15	29	28185.46	27720
2015-16	29	28710.82	28208
2016-17	29	29146.09	28641
2003-04	30	18544.77	18200
2004-05	30	19426.02	19098
2005-06	30	20134.39	19779
2006-07	30	20777.7	20375
2007-08	30	21162.18	20746
2008-09	30	23219.69	22815
2009-10	30	24063	23670
2010-11	30	25532.22	25099
2011-12	30	26819.51	26365
2012-13	30	28442.35	27983
2013-14	30	28797.44	28328
2014-15	30	29168.54	28650
2015-16	30	29717.55	29209
2016-17	30	30155.39	29649
2003-04	31	19206.55	18872
2004-05	31	20115.85	19780
2005-06	31	20845.33	20486
2006-07	31	21545.22	21162
2007-08	31	21958.41	21574
2008-09	31	24008.34	23621
2009-10	31	24873.76	24456
2010-11	31	26432.32	25976
2011-12	31	27689.55	27256
2012-13	31	29341.63	28897
2013-14	31	29747.54	29263
2014-15	31	30157.13	29675
2015-16	31	30692.19	30205
2016-17	31	31181.26	30682
2003-04	32	19878.45	19532
2004-05	32	20829.27	20465
2005-06	32	21566.61	21210
2006-07	32	22329.2	21943
2007-08	32	22760.65	22344
2008-09	32	24797.26	24395
2009-10	32	25707.22	25277
2010-11	32	27305	26857
2011-12	32	28574.36	28126
2012-13	32	30232.88	29770
2013-14	32	30718.23	30236
2014-15	32	31119.51	30639
2015-16	32	31675.84	31188
2016-17	32	32159.92	31675
2003-04	33	20553.23	20231
2004-05	33	21545.15	21195
2005-06	33	22286.61	21917
2006-07	33	23042.28	22690
2007-08	33	23564.85	23171
2008-09	33	25600.69	25182
2009-10	33	26527.39	26112
2010-11	33	28158.23	27738
2011-12	33	29461.08	29011
2012-13	33	31161.54	30701
2013-14	33	31639.06	31196
2014-15	33	32071.11	31590
2015-16	33	32640.25	32171
2016-17	33	33143.99	32653
2003-04	34	21250.62	20903
2004-05	34	22221.72	21885
2005-06	34	22974.17	22629
2006-07	34	23754.19	23400
2007-08	34	24350.14	23973
2008-09	34	26416.06	26026
2009-10	34	27327.56	26938
2010-11	34	28988.31	28564
2011-12	34	30343.22	29918
2012-13	34	32033.33	31609
2013-14	34	32530.11	32084
2014-15	34	32978.92	32537
2015-16	34	33582.14	33119
2016-17	34	34099.53	33635
2003-04	35	21905.45	21572
2004-05	35	22882.44	22557
2005-06	35	23670.42	23321
2006-07	35	24488.16	24114
2007-08	35	25116.12	24718
2008-09	35	27185.15	26819
2009-10	35	28120.4	27714
2010-11	35	29847.76	29431
2011-12	35	31213.62	30786
2012-13	35	32870.41	32450
2013-14	35	33429.11	32974
2014-15	35	33869.38	33423
2015-16	35	34528.3	34053
2016-17	35	35046.67	34575
2003-04	36	22559.98	22238
2004-05	36	23573.83	23221
2005-06	36	24352.65	24008
2006-07	36	25200.02	24848
2007-08	36	25877.15	25507
2008-09	36	27944.65	27544
2009-10	36	28941.14	28520
2010-11	36	30676.05	30264
2011-12	36	32068.34	31641
2012-13	36	33727.15	33290
2013-14	36	34327.82	33886
2014-15	36	34776.14	34321
2015-16	36	35462.4	34999
2016-17	36	36010.94	35531
2003-04	37	23223.62	22892
2004-05	37	24272.03	23918
2005-06	37	25046.06	24689
2006-07	37	25911.5	25548
2007-08	37	26644.16	26255
2008-09	37	28721.62	28347
2009-10	37	29791.5	29390
2010-11	37	31464.56	31074
2011-12	37	32903	32501
2012-13	37	34582.08	34150
2013-14	37	35197.84	34762
2014-15	37	35710.59	35246
2015-16	37	36363.41	35933
2016-17	37	36953.99	36486
2003-04	38	23908.38	23572
2004-05	38	24934.35	24607
2005-06	38	25755.24	25414
2006-07	38	26654.7	26287
2007-08	38	27376.72	27026
2008-09	38	29463.31	29096
2009-10	38	30582.51	30194
2010-11	38	32264.37	31862
2011-12	38	33714.11	33308
2012-13	38	35430.42	35005
2013-14	38	36040.24	35615
2014-15	38	36617.41	36168
2015-16	38	37250.12	36785
2016-17	38	37863.95	37418
2003-04	39	24584.34	24257
2004-05	39	25592.59	25262
2005-06	39	26459.91	26099
2006-07	39	27317.81	27009
2007-08	39	28105.25	27732
2008-09	39	30210.8	29826
2009-10	39	31373.34	30979
2010-11	39	33033.03	32662
2011-12	39	34516.49	34118
2012-13	39	36260.04	35843
2013-14	39	36883.85	36470
2014-15	39	37483.6	37061
2015-16	39	38173.47	37714
2016-17	39	38773.07	38316
2003-04	40	25227.72	24908
2004-05	40	26238.13	25915
2005-06	40	27132.8	26801
2006-07	40	27983.96	27645
2007-08	40	28823.92	28455
2008-09	40	30953.24	30582
2009-10	40	32111.98	31752
2010-11	40	33798.23	33406
2011-12	40	35320.56	34914
2012-13	40	37073.4	36672
2013-14	40	37728.44	37292
2014-15	40	38320.24	37909
2015-16	40	39067.21	38629
2016-17	40	39669.4	39224
2003-04	41	25863.53	25541
2004-05	41	26888.51	26557
2005-06	41	27792.29	27456
2006-07	41	28668.27	28325
2007-08	41	29577.54	29194
2008-09	41	31673.36	31320
2009-10	41	32861.61	32491
2010-11	41	34558.25	34164
2011-12	41	36126.6	35718
2012-13	41	37862.09	37474
2013-14	41	38577.06	38164
2014-15	41	39161.31	38737
2015-16	41	39933.02	39505
2016-17	41	40556.69	40105
2003-04	42	26491.27	26181
2004-05	42	27551.79	27222
2005-06	42	28432.44	28119
2006-07	42	29358.36	29025
2007-08	42	30354.67	29967
2008-09	42	32393.48	32034
2009-10	42	33624.1	33264
2010-11	42	35309.94	34952
2011-12	42	36900.43	36522
2012-13	42	38660.62	38255
2013-14	42	39404.07	38983
2014-15	42	39987.71	39564
2015-16	42	40803.7	40366
2016-17	42	41460.84	41011
2003-04	43	27073.92	26786
2004-05	43	28163.58	27861
2005-06	43	29093.21	28766
2006-07	43	30025	29704
2007-08	43	31097.78	30734
2008-09	43	33104.27	32760
2009-10	43	34368.76	33992
2010-11	43	36083.39	35684
2011-12	43	37667.59	37276
2012-13	43	39451.72	39056
2013-14	43	40230.91	39818
2014-15	43	40855.41	40405
2015-16	43	41697.91	41250
2016-17	43	42366.47	41912
2003-04	44	27675.86	27377
2004-05	44	28798.32	28478
2005-06	44	29735.66	29408
2006-07	44	30704.15	30357
2007-08	44	31790.4	31460
2008-09	44	33833.23	33448
2009-10	44	35110.61	34732
2010-11	44	36857.57	36478
2011-12	44	38457.48	38062
2012-13	44	40242.87	39855
2013-14	44	41045.66	40641
2014-15	44	41730.43	41286
2015-16	44	42552.45	42122
2016-17	44	43257.46	42812
2003-04	45	28264.45	27969
2004-05	45	29431.3	29120
2005-06	45	30376.57	30052
2006-07	45	31391.46	31042
2007-08	45	32474.92	32107
2008-09	45	34578.75	34222
2009-10	45	35872.22	35496
2010-11	45	37602.56	37248
2011-12	45	39258.05	38858
2012-13	45	41051.26	40643
2013-14	45	41867.15	41440
2014-15	45	42600.77	42165
2015-16	45	43408.84	42990
2016-17	45	44143.16	43703
2003-04	46	28855.76	28548
2004-05	46	30058.89	29732
2005-06	46	31045.91	30706
2006-07	46	32054.81	31730
2007-08	46	33159.02	32826
2008-09	46	35307.55	34946
2009-10	46	36599.85	36247
2010-11	46	38361.76	37994
2011-12	46	40033.15	39639
2012-13	46	41846.47	41449
2013-14	46	42675.88	42274
2014-15	46	43444.63	43024
2015-16	46	44262.53	43825
2016-17	46	45056.78	44597
2003-04	47	29470.17	29179
2004-05	47	30697.92	30387
2005-06	47	31706.7	31382
2006-07	47	32675.48	32362
2007-08	47	33870.97	33509
2008-09	47	36018.61	35668
2009-10	47	37309.33	36941
2010-11	47	39148.09	38737
2011-12	47	40832.11	40434
2012-13	47	42639.36	42250
2013-14	47	43507.55	43083
2014-15	47	44308.93	43874
2015-16	47	45112.75	44698
2016-17	47	45968.92	45513
2003-04	48	30052.77	29753
2004-05	48	31313.52	31008
2005-06	48	32334.08	32008
2006-07	48	33325.63	32999
2007-08	48	34577.59	34228
2008-09	48	36712.01	36371
2009-10	48	38049	37698
2010-11	48	39912.97	39543
2011-12	48	41618.2	41229
2012-13	48	43464.45	43050
2013-14	48	44338.62	43920
2014-15	48	45160.16	44722
2015-16	48	45986.91	45532
2016-17	48	46863.68	46418
2003-04	49	30630.12	30338
2004-05	49	31924.28	31635
2005-06	49	32976.47	32653
2006-07	49	33975.37	33664
2007-08	49	35275.76	34927
2008-09	49	37414.07	37081
2009-10	49	38774.96	38423
2010-11	49	40641.8	40278
2011-12	49	42422.92	42023
2012-13	49	44311.5	43877
2013-14	49	45165.99	44748
2014-15	49	46024.62	45602
2015-16	49	46855.18	46411
2016-17	49	47764.34	47304
2003-04	50	31222.39	30914
2004-05	50	32531.3	32234
2005-06	50	33608.44	33294
2006-07	50	34624.4	34305
2007-08	50	35962.34	35624
2008-09	50	38096.33	37762
2009-10	50	39543.15	39138
2010-11	50	41395.77	41018
2011-12	50	43225.89	42839
2012-13	50	45153.5	44739
2013-14	50	46014.57	45585
2014-15	50	46879.69	46440
2015-16	50	47751.35	47304
2016-17	50	48701.86	48224
2003-04	51	31816.23	31523
2004-05	51	33133.36	32841
2005-06	51	34259.87	33923
2006-07	51	35289.39	34958
2007-08	51	36642.19	36302
2008-09	51	38799.52	38442
2009-10	51	40335.47	39961
2010-11	51	42162.63	41782
2011-12	51	44029.71	43612
2012-13	51	45992.89	45576
2013-14	51	46850.87	46428
2014-15	51	47765.29	47330
2015-16	51	48655.99	48209
2016-17	51	49618.86	49161
2003-04	52	32391.33	32112
2004-05	52	33710.38	33430
2005-06	52	34906.06	34595
2006-07	52	35936.8	35612
2007-08	52	37373.39	36999
2008-09	52	39510.9	39156
2009-10	52	41085.12	40698
2010-11	52	42934.32	42538
2011-12	52	44873.6	44439
2012-13	52	46832.57	46413
2013-14	52	47720.14	47282
2014-15	52	48629.36	48200
2015-16	52	49556.34	49110
2016-17	52	50561.19	50091
2003-04	53	32972.4	32686
2004-05	53	34298.57	33990
2005-06	53	35581.51	35221
2006-07	53	36582.34	36257
2007-08	53	38100.72	37733
2008-09	53	40260.92	39881
2009-10	53	41874.82	41465
2010-11	53	43713.8	43314
2011-12	53	45696.18	45288
2012-13	53	47685.19	47257
2013-14	53	48593.33	48162
2014-15	53	49500.69	49054
2015-16	53	50483.33	50008
2016-17	53	51493	51025
2003-04	54	33549.82	33246
2004-05	54	34939.15	34622
2005-06	54	36260.94	35934
2006-07	54	37235.65	36910
2007-08	54	38809.71	38452
2008-09	54	41004.93	40637
2009-10	54	42681.03	42271
2010-11	54	44530.55	44131
2011-12	54	46536.5	46116
2012-13	54	48573.95	48128
2013-14	54	49471.22	49032
2014-15	54	50407.96	49966
2015-16	54	51431.84	50959
2016-17	54	52418.55	51947
2003-04	55	34140.87	33853
2004-05	55	35559.64	35240
2005-06	55	36897.18	36587
2006-07	55	37923.36	37581
2007-08	55	39526.23	39172
2008-09	55	41737.07	41366
2009-10	55	43449.05	43067
2010-11	55	45365.31	44968
2011-12	55	47378.73	46956
2012-13	55	49443.21	49002
2013-14	55	50341.17	49888
2014-15	55	51325.74	50862
2015-16	55	52382.59	51908
2016-17	55	53366.74	52889
2003-04	56	34730.76	34437
2004-05	56	36193.86	35878
2005-06	56	37532.45	37219
2006-07	56	38619.41	38257
2007-08	56	40311.46	39918
2008-09	56	42498.29	42107
2009-10	56	44246.6	43842
2010-11	56	46155.26	45760
2011-12	56	48225.68	47802
2012-13	56	50360.13	49878
2013-14	56	51263.57	50798
2014-15	56	52258.63	51792
2015-16	56	53361.93	52871
2016-17	56	54330.65	53850
2003-04	57	35342.3	35027
2004-05	57	36837.75	36516
2005-06	57	38176.51	37846
2006-07	57	39313.17	38988
2007-08	57	41070.53	40701
2008-09	57	43250.77	42877
2009-10	57	45055.55	44664
2010-11	57	46955.39	46555
2011-12	57	49105.23	48653
2012-13	57	51306.43	50835
2013-14	57	52213.87	51726
2014-15	57	53203.48	52730
2015-16	57	54380.56	53870
2016-17	57	55294.35	54804
2003-04	58	35947.19	35650
2004-05	58	37456.9	37156
2005-06	58	38844.63	38498
2006-07	58	40018.5	39653
2007-08	58	41807.43	41435
2008-09	58	44035.16	43634
2009-10	58	45859	45444
2010-11	58	47781.49	47355
2011-12	58	50012.06	49553
2012-13	58	52236.32	51768
2013-14	58	53178.53	52682
2014-15	58	54170.48	53689
2015-16	58	55384.94	54889
2016-17	58	56265.84	55774
2003-04	59	36549.49	36249
2004-05	59	38097.78	37774
2005-06	59	39501.06	39175
2006-07	59	40729.88	40377
2007-08	59	42572.88	42180
2008-09	59	44817.32	44439
2009-10	59	46685.28	46277
2010-11	59	48654.14	48202
2011-12	59	50899.52	50458
2012-13	59	53188.59	52710
2013-14	59	54127.98	53658
2014-15	59	55121.32	54633
2015-16	59	56396.71	55875
2016-17	59	57264.91	56770
2003-04	60	37176.08	36872
2004-05	60	38759.23	38424
2005-06	60	40177.69	39834
2006-07	60	41487.2	41099
2007-08	60	43334.4	42938
2008-09	60	45609.06	45196
2009-10	60	47508.99	47094
2010-11	60	49525.38	49106
2011-12	60	51852.29	51363
2012-13	60	54164.55	53668
2013-14	60	55080.71	54601
2014-15	60	56111.71	55619
2015-16	60	57423.41	56909
2016-17	60	58280.24	57757
2003-04	61	37806.45	37487
2004-05	61	39401.88	39105
2005-06	61	40865.55	40516
2006-07	61	42190.41	41848
2007-08	61	44089.75	43724
2008-09	61	46419.79	46019
2009-10	61	48328.91	47923
2010-11	61	50429.91	49942
2011-12	61	52808.93	52336
2012-13	61	55122.13	54657
2013-14	61	56055.9	55561
2014-15	61	57133.71	56623
2015-16	61	58480.92	57938
2016-17	61	59348.48	58826
2003-04	62	38440.29	38115
2004-05	62	40064.34	39715
2005-06	62	41571.77	41222
2006-07	62	42908.71	42545
2007-08	62	44831.24	44448
2008-09	62	47262.52	46848
2009-10	62	49169.78	48740
2010-11	62	51376.17	50924
2011-12	62	53759.88	53286
2012-13	62	56101.95	55596
2013-14	62	57092.62	56556
2014-15	62	58179.89	57650
2015-16	62	59556.63	59012
2016-17	62	60395.81	59874
2003-04	63	39080.96	38763
2004-05	63	40759.33	40420
2005-06	63	42285.03	41939
2006-07	63	43680.23	43275
2007-08	63	45602.68	45207
2008-09	63	48077.06	47667
2009-10	63	50046.6	49614
2010-11	63	52329.74	51841
2011-12	63	54717.56	54238
2012-13	63	57120.46	56609
2013-14	63	58173.98	57618
2014-15	63	59248.11	58688
2015-16	63	60695.97	60114
2016-17	63	61510.81	60937
2003-04	64	39726.31	39394
2004-05	64	41464.87	41105
2005-06	64	43003.3	42638
2006-07	64	44434.05	44074
2007-08	64	46410.43	46007
2008-09	64	48950.38	48516
2009-10	64	50920.63	50484
2010-11	64	53275.74	52801
2011-12	64	55698.13	55200
2012-13	64	58176.45	57646
2013-14	64	59290.18	58717
2014-15	64	60366.21	59799
2015-16	64	61834.19	61250
2016-17	64	62653.66	62090
2003-04	65	40380.79	40065
2004-05	65	42200.99	41847
2005-06	65	43735.57	43358
2006-07	65	45205.05	44813
2007-08	65	47267.18	46835
2008-09	65	49836.7	49377
2009-10	65	51832	51367
2010-11	65	54219.12	53731
2011-12	65	56693.12	56192
2012-13	65	59321.36	58725
2013-14	65	60413.72	59852
2014-15	65	61518.79	60932
2015-16	65	62979.21	62402
2016-17	65	63785.34	63225
2003-04	66	41071.96	40713
2004-05	66	42903.82	42539
2005-06	66	44486	44111
2006-07	66	46010.2	45615
2007-08	66	48140.57	47692
2008-09	66	50737.59	50309
2009-10	66	52785.16	52294
2010-11	66	55224.05	54704
2011-12	66	57740.93	57204
2012-13	66	60435.78	59894
2013-14	66	61580.06	60992
2014-15	66	62703.25	62090
2015-16	66	64143.2	63540
2016-17	66	64942.38	64363
2003-04	67	41777.21	41424
2004-05	67	43653.35	43274
2005-06	67	45263.47	44873
2006-07	67	46832.59	46433
2007-08	67	49018.79	48572
2008-09	67	51697.02	51217
2009-10	67	53758.92	53274
2010-11	67	56219.86	55717
2011-12	67	58842.45	58297
2012-13	67	61589.21	61017
