Taxable_Income_percentile,avgTaxRate,id,new_avgTaxRate,delta_avgTaxRate,Wage assumption
49,0.1416,0.03,0.1818,0.0401,3.0%
50,0.1462,0.03,0.1855,0.0393,3.0%
51,0.1508,0.03,0.1889,0.0382,3.0%
52,0.1552,0.03,0.1924,0.0372,3.0%
53,0.1594,0.03,0.1957,0.0363,3.0%
54,0.1636,0.03,0.199,0.0354,3.0%
55,0.1678,0.03,0.2023,0.0345,3.0%
56,0.1717,0.03,0.2056,0.0339,3.0%
57,0.1754,0.03,0.2087,0.0334,3.0%
58,0.179,0.03,0.2117,0.0327,3.0%
59,0.1826,0.03,0.2144,0.0318,3.0%
60,0.1862,0.03,0.2172,0.031,3.0%
61,0.1898,0.03,0.2199,0.0301,3.0%
62,0.1932,0.03,0.2226,0.0294,3.0%
63,0.1966,0.03,0.2252,0.0286,3.0%
64,0.1999,0.03,0.2278,0.0279,3.0%
65,0.2033,0.03,0.2303,0.027,3.0%
66,0.2064,0.03,0.2328,0.0264,3.0%
67,0.2096,0.03,0.2353,0.0256,3.0%
68,0.2129,0.03,0.2378,0.0249,3.0%
69,0.2159,0.03,0.2402,0.0243,3.0%
70,0.2189,0.03,0.2425,0.0236,3.0%
71,0.2216,0.03,0.2447,0.0232,3.0%
72,0.2243,0.03,0.2471,0.0228,3.0%
73,0.2269,0.03,0.2494,0.0225,3.0%
74,0.2295,0.03,0.2515,0.022,3.0%
75,0.2321,0.03,0.2538,0.0217,3.0%
76,0.2346,0.03,0.256,0.0213,3.0%
77,0.2371,0.03,0.2581,0.021,3.0%
78,0.2396,0.03,0.2602,0.0207,3.0%
79,0.2421,0.03,0.2625,0.0203,3.0%
80,0.2447,0.03,0.2645,0.0199,3.0%
81,0.2471,0.03,0.2666,0.0195,3.0%
82,0.2505,0.03,0.2687,0.0183,3.0%
83,0.2542,0.03,0.2709,0.0167,3.0%
84,0.2579,0.03,0.273,0.0151,3.0%
85,0.2616,0.03,0.2752,0.0136,3.0%
86,0.2654,0.03,0.2774,0.012,3.0%
87,0.2693,0.03,0.2797,0.0103,3.0%
88,0.2733,0.03,0.2819,0.0087,3.0%
89,0.2775,0.03,0.2843,0.0068,3.0%
90,0.2819,0.03,0.2867,0.0048,3.0%
91,0.2866,0.03,0.2893,0.0026,3.0%
92,0.2915,0.03,0.292,5e-04,3.0%
93,0.2967,0.03,0.2948,-0.0019,3.0%
94,0.3023,0.03,0.2979,-0.0044,3.0%
95,0.3085,0.03,0.3052,-0.0033,3.0%
96,0.3152,0.03,0.3188,0.0036,3.0%
97,0.3244,0.03,0.3332,0.0088,3.0%
98,0.3417,0.03,0.3488,0.0071,3.0%
99,0.3697,0.03,0.3728,0.0031,3.0%
100,0.4105,0.03,0.4133,0.0029,3.0%
1,0,0.035,0,0,3.5%
2,0,0.035,0,0,3.5%
3,0,0.035,0,0,3.5%
4,0,0.035,0,0,3.5%
5,0,0.035,0,0,3.5%
6,0,0.035,0,0,3.5%
7,0,0.035,0,0,3.5%
8,0,0.035,0,0,3.5%
9,0,0.035,0,0,3.5%
10,0,0.035,0,0,3.5%
11,0,0.035,0,0,3.5%
12,0,0.035,0,0,3.5%
13,0,0.035,0,0,3.5%
14,0,0.035,0,0,3.5%
15,0,0.035,0,0,3.5%
16,0,0.035,0,0,3.5%
17,0,0.035,0,0,3.5%
18,0,0.035,8e-04,8e-04,3.5%
19,0,0.035,0.0078,0.0078,3.5%
20,0,0.035,0.0151,0.0151,3.5%
21,0,0.035,0.022,0.022,3.5%
22,0,0.035,0.0299,0.0299,3.5%
23,0.0034,0.035,0.0386,0.0352,3.5%
24,0.0092,0.035,0.0473,0.0381,3.5%
25,0.0162,0.035,0.0554,0.0392,3.5%
26,0.0235,0.035,0.0622,0.0387,3.5%
27,0.0307,0.035,0.0701,0.0394,3.5%
28,0.0376,0.035,0.0758,0.0382,3.5%
29,0.045,0.035,0.0786,0.0336,3.5%
30,0.0526,0.035,0.0837,0.0311,3.5%
31,0.0575,0.035,0.089,0.0316,3.5%
32,0.062,0.035,0.0946,0.0325,3.5%
33,0.0659,0.035,0.101,0.0351,3.5%
34,0.0696,0.035,0.1058,0.0362,3.5%
35,0.0728,0.035,0.1125,0.0397,3.5%
36,0.0771,0.035,0.1206,0.0435,3.5%
37,0.0821,0.035,0.1284,0.0463,3.5%
38,0.0853,0.035,0.1355,0.0502,3.5%
39,0.0877,0.035,0.1418,0.0541,3.5%
40,0.0924,0.035,0.1481,0.0556,3.5%
41,0.0965,0.035,0.1538,0.0573,3.5%
42,0.1016,0.035,0.1593,0.0577,3.5%
43,0.1081,0.035,0.1641,0.0561,3.5%
44,0.1147,0.035,0.1687,0.054,3.5%
45,0.1202,0.035,0.1731,0.0529,3.5%
46,0.1262,0.035,0.1772,0.051,3.5%
47,0.1315,0.035,0.181,0.0496,3.5%
48,0.1366,0.035,0.1848,0.0483,3.5%
49,0.1416,0.035,0.1885,0.0469,3.5%
50,0.1462,0.035,0.192,0.0457,3.5%
51,0.1508,0.035,0.1955,0.0447,3.5%
52,0.1552,0.035,0.1986,0.0434,3.5%
53,0.1594,0.035,0.2019,0.0425,3.5%
54,0.1636,0.035,0.2052,0.0416,3.5%
55,0.1678,0.035,0.2082,0.0404,3.5%
56,0.1717,0.035,0.2114,0.0397,3.5%
57,0.1754,0.035,0.2141,0.0388,3.5%
58,0.179,0.035,0.2168,0.0379,3.5%
59,0.1826,0.035,0.2196,0.037,3.5%
60,0.1862,0.035,0.2221,0.0359,3.5%
61,0.1898,0.035,0.2248,0.035,3.5%
62,0.1932,0.035,0.2275,0.0343,3.5%
63,0.1966,0.035,0.23,0.0334,3.5%
64,0.1999,0.035,0.2325,0.0326,3.5%
65,0.2033,0.035,0.2349,0.0316,3.5%
66,0.2064,0.035,0.2373,0.0308,3.5%
67,0.2096,0.035,0.2397,0.0301,3.5%
68,0.2129,0.035,0.2421,0.0292,3.5%
69,0.2159,0.035,0.2444,0.0285,3.5%
70,0.2189,0.035,0.2467,0.0278,3.5%
71,0.2216,0.035,0.2489,0.0273,3.5%
72,0.2243,0.035,0.2511,0.0268,3.5%
73,0.2269,0.035,0.2533,0.0264,3.5%
74,0.2295,0.035,0.2554,0.0259,3.5%
75,0.2321,0.035,0.2575,0.0254,3.5%
76,0.2346,0.035,0.2596,0.025,3.5%
77,0.2371,0.035,0.2617,0.0246,3.5%
78,0.2396,0.035,0.2638,0.0242,3.5%
79,0.2421,0.035,0.2658,0.0237,3.5%
80,0.2447,0.035,0.2679,0.0232,3.5%
81,0.2471,0.035,0.2698,0.0227,3.5%
82,0.2505,0.035,0.2719,0.0215,3.5%
83,0.2542,0.035,0.274,0.0198,3.5%
84,0.2579,0.035,0.2761,0.0182,3.5%
85,0.2616,0.035,0.2782,0.0166,3.5%
86,0.2654,0.035,0.2804,0.015,3.5%
87,0.2693,0.035,0.2825,0.0132,3.5%
88,0.2733,0.035,0.2847,0.0114,3.5%
89,0.2775,0.035,0.2869,0.0095,3.5%
90,0.2819,0.035,0.2893,0.0074,3.5%
91,0.2866,0.035,0.2917,0.0051,3.5%
92,0.2915,0.035,0.2943,0.0029,3.5%
93,0.2967,0.035,0.297,3e-04,3.5%
94,0.3023,0.035,0.3012,-0.0011,3.5%
95,0.3085,0.035,0.3123,0.0039,3.5%
96,0.3152,0.035,0.3252,0.01,3.5%
97,0.3244,0.035,0.3384,0.014,3.5%
98,0.3417,0.035,0.3532,0.0115,3.5%
99,0.3697,0.035,0.3763,0.0066,3.5%
100,0.4105,0.035,0.4155,0.0051,3.5%
